tweet,polaritas,sentimen
"['waduuuh', 'protes', 'harga', 'telur', 'anjlok', 'waaah', 'paaraaah', 'wereng', 'cokelat']",-4,Negatif
"['cryptocurrency', 'sibuk', 'nak', 'regulate', 'harga', 'ayam', 'telur', 'makanan', 'asasi', 'nak', 'regulate', 'bodohnya']",9,Positif
"['demo', 'peternak', 'harga', 'pakan', 'jagung', 'ayam', 'telor', 'harga', 'anjlok', 'telor', 'anjlok', 'otomatis', 'harga', 'ayam', 'skarang', 'ayam', 'kg']",-5,Negatif
"['peternak', 'petelur', 'menderita', 'harga', 'telur', 'bep', 'rencana', 'pabrikan', 'menaikkan', 'harga', 'pakan', 'solusi', 'pemerintah', 'lambat', 'butuh', 'solusi']",4,Positif
"['harga', 'telur', 'nak', 'makan']",4,Positif
"['benarrr', 'seram', 'tgk', 'harga', 'telur']",-1,Negatif
"['tkp', 'menit', 'rumah', 'mmg', 'cari', 'perhatian', 'ngomong-ngomong', 'peternak', 'sulit', 'harga', 'pakan', 'mahal', 'telur', 'murah']",9,Positif
"['guis', 'open', 'order', 'ekado', 'isian', 'telur', 'puyuh', 'dibalut', 'daging', 'ayam', 'isian', 'mozarella', 'harga', 'kpack', 'pcs', 'dom', 'malang', 'ongkos', 'kirim', 'via', 'shopee', 'pemesanan', 'dm']",-3,Negatif
"['harga', 'telur', 'ayam', 'daerah', 'anjlok', 'cianjur', 'terpantaunormal']",-3,Negatif
"['harga', 'telur', 'ayam', 'anjlok', 'wakil', 'ketua', 'mpr', 'negara', 'hadir', 'menjaga', 'stabilitas', 'harga']",1,Positif
"['harga', 'telur', 'gred', 'rm', 'sepapan', 'koyak']",0,Positif
"['inti', 'senang', 'harga', 'telur', 'turun', 'oia', 'masnya', 'harga', 'telur', 'turun', 'sebentar', 'harga', 'kebutuhan', 'pokok', 'bertahan', 'kemarin', 'harga', 'cabe', 'bamer', 'turun']",27,Positif
"['peternak', 'protes', 'harga', 'jagung', 'pakan', 'ternak', 'hrg', 'telor', 'daging', 'ayam', 'murah', 'petani', 'ttp', 'sebegitunya']",-1,Negatif
"['cer', 'teka', 'harga', 'telur', 'grade']",3,Positif
"['semoga', 'harga', 'telur', 'normaldiatas', 'bep', 'lagiberat', 'peternak', 'rakyat', 'harga', 'pakan', 'harga', 'telur', 'jatuh']",11,Positif
"['peternak', 'tertekan', 'harga', 'pakan', 'harga', 'telur', 'jatuh', 'dibawah', 'bep']",6,Positif
"['cost', 'peternak', 'relatif', 'harga', 'telur', 'anjlok', 'ketidak', 'seimbangan', 'pasar', 'asumsi', 'mahalnya', 'harga', 'jagung', 'banyaknya', 'demand', 'peternak', 'anjloknya', 'telur', 'ayam', 'bertelur', 'kelebihan', 'supply', 'telur', 'pasar']",-4,Negatif
"['mus', 'pening', 'kepala', 'nasib', 'harga', 'ayam', 'telur', 'situ', 'je', 'nak', 'duit', 'sikit', 'harap', 'ayam', 'daging', 'time', 'time']",-8,Negatif
"['harga', 'malang', 'beli', 'bakwan', 'malang', 'bertumpuk', 'harganya', 'nambah', 'jakarta', 'porsi', 'normal', 'rban', 'padang', 'murah', 'jogja', 'lauk', 'ayam', 'sm', 'telor']",8,Positif
"['harga', 'telur', 'ayam', 'anjlok', 'diatasi', 'pengusaha', 'merugi', 'gulung', 'tikar', 'pemerintah', 'hadir', 'menjaga', 'stabilitas', 'harga', 'pangan', 'dpr']",-4,Negatif
"['harga', 'ayam', 'telur', 'telur', 'ripple', 'effect']",1,Positif
"['harga', 'telur', 'rm', 'jual', 'telur', 'jela', 'lepas']",2,Positif
"['vessel', 'kawan', 'peternak', 'telur', 'menuhin', 'kebutuhan', 'telur', 'negara', 'daerahnya', 'aduh', 'harga', 'masyarakat', 'berat']",8,Positif
"['bersabar', 'butuh', 'harga', 'layak', 'kemarin', 'usaha', 'campaign', 'ningkatin', 'konsumsi', 'telur', 'makan', 'gizi', 'seimbang', 'pandemi', 'gini', 'jaga', 'imunitas', 'proses', 'penyembuhanpemulihan']",8,Positif
"['bahas', 'telur', 'harga', 'telur', 'memposisikan', 'rumah', 'tangga', 'senenglah', 'harga', 'kebutuhan', 'pokok', 'turun', 'peternak', 'telur', 'berat', 'tugas', 'pemerintah', 'menyenangkan', 'rakyatnya']",27,Positif
"['petani', 'jagung', 'dag', 'dig', 'dug', 'lebih', 'baik', 'cukai', 'rokok', 'dikasih', 'bantuan', 'tunai', 'peternak', 'protein', 'hewani', 'kecilan', 'gini', 'telur', 'ayam', 'ayam', 'banget', 'potential', 'demand', 'cost', 'peternak', 'ayam', 'relatif', 'gede', 'dibanding', 'profit', 'banget', 'harga', 'telur', 'murah']",17,Positif
"['sure', 'harga', 'kosong', 'sardin', 'mahal', 'assume', 'sardin', 'ngomong-ngomong', 'kedai', 'melayu', 'cer', 'tgk', 'harga', 'telur', 'ayam', 'skrang', 'mahal', 'ramai', 'komplen']",5,Positif
"['telor', 'ayam', 'kecoh', 'harga', 'telor', 'reban', 'ayam', 'je', 'berubah']",-1,Negatif
"['petani', 'peternak', 'harga', 'pakan', 'jagung', 'mahal', 'harga', 'telur', 'ndlosor', 'jual', 'telur', 'rugi', 'peternak', 'merasakan']",1,Positif
"['sebel', 'negatipan', 'egois', 'irt', 'seneng', 'harga', 'telor', 'turun', 'harga', 'telur', 'emang', 'turun', 'pas', 'turun', 'gini', 'beli', 'pas', 'belinya']",14,Positif
"['hrga', 'bahan', 'makan', 'ternak', 'disiati', 'range', 'hrga', 'mahal', 'kejangkau', 'kepepet', 'harga', 'telur', 'jatim', 'kota', 'produksi', 'telur', 'kediri', 'tuluagungblitar', 'hrga', 'jual', 'bb', 'telurnya', 'ngotak', 'nutup', 'hrga', 'pakan', 'cri', 'untung', 'kg', 'cma']",-1,Negatif
"['harga', 'telur', 'anjlok']",-1,Negatif
"['gsp', 'pasar', 'utama', 'jakarta', 'serapan', 'telur', 'turun', 'garagara', 'efek', 'ppkm', 'berkelanjutan', 'suro', 'ditambah', 'harga', 'pakan', 'akibatnya', 'peternak', 'jual', 'kandang']",14,Positif
"['harga', 'jagung', 'harga', 'telur', 'hancur', 'peternak', 'rakyat', 'terjepit']",1,Positif
"['harga', 'telur', 'ayam', 'anjlok', 'syarief', 'hasan', 'jaga', 'stabilitas', 'harga', 'pangan']",9,Positif
"['akibat', 'harga', 'anjlok', 'peternak', 'perempuan', 'bagibagi', 'telur', 'gratis', 'duafa']",4,Positif
"['bismillah', 'rabu', 'sjaifoedin', 'sjoekri', 'luhkan', 'berau', 'kolam', 'ratno', 'kelurahan', 'telur', 'bayur', 'mendampingi', 'panen', 'ikan', 'patin', 'jaring', 'tancap', 'kg', 'luas', 'ukuran', 'gede', 'rasa', 'harga', 'rp', 'kg']",14,Positif
"['berita', 'harga', 'cabai', 'anjlog', 'harga', 'telur', 'dibeberapa', 'daerah', 'anjlog', 'petani', 'peternak', 'rugi', 'biaya', 'produksi', 'banding', 'harga', 'jual', 'salah', 'komponen', 'ketahanan', 'pangan', 'stabilitas', 'bertugas', 'stabilitas', 'harga']",9,Positif
"['telor', 'gulung', 'gaenak', 'harga', 'priceytapi', 'jual', 'oshi']",1,Positif
"['masak', 'lemak', 'cili', 'api', 'telur', 'itik', 'suka', 'masakan', 'niselain', 'pucuk', 'pakusesuai', 'mkn', 'tghari', 'ikan', 'pelata', 'masinboleh', 'masak', 'sb', 'bela', 'itik', 'telurbahkan', 'jual', 'biji', 'pg', 'harga', 'sen', 'sebiji', 'suka', 'masak']",21,Positif
"['ye', 'kenaikan', 'harga', 'ayam', 'mentah', 'telur', 'dielakkan', 'harga', 'dedak', 'penternak', 'terpaksa', 'naikkan', 'harga', 'kerajaan', 'memantau', 'harga', 'dedak', 'kenaikannya', 'impak', 'rantai', 'makanan']",-1,Negatif
"['harga', 'telur', 'ayam', 'ras', 'jakarta', 'ratarata', 'mengalami', 'penurunan', 'rabu', 'dibandingkan', 'sehari']",2,Positif
"['bicara', 'kaya', 'telor', 'harganya', 'turun', 'minggu', 'beli', 'telor', 'kemarin', 'telor', 'perkilonya', 'diatas', 'perkilo', 'harga', 'rendah', 'bertahan']",6,Positif
"['harga', 'telur', 'ayam', 'jakarta', 'anjlok', 'pecah', 'rekor', 'terendah']",-10,Negatif
"['patut', 'beli', 'telur', 'mahal', 'gila', 'harga', 'mahalgaji', 'nak', 'survive', 'ekonomi', 'teruk', 'covid']",11,Positif
"['outdated', 'bab', 'harga', 'telur', 'semalam', 'konfiden', 'duit', 'rm', 'wallet', 'nak', 'pergi', 'beli', 'sardin', 'telur', 'pesan', 'last', 'cucuk', 'duit', 'segan', 'nak', 'rumah', 'duit']",3,Positif
"['harga', 'telur', 'ayam', 'daerah', 'anjlok', 'kota', 'bogor', 'rp', 'ribu']",-4,Negatif
"['peternak', 'membeli', 'jagung', 'harga', 'wajar', 'harga', 'telur', 'rendah', 'untung', 'kandang', 'ayamnya', 'cucuk', 'ayam', 'pakan', 'mati', 'menggelisahkannya']",1,Positif
"['setaun', 'harganya', 'segituan', 'wae', 'harga', 'telur', 'ikutan']",5,Positif
"['bunda', 'kaya', 'store', 'alat', 'cetak', 'telur', 'bermotif', 'unik', 'set', 'silver', 'alat', 'cetakan', 'telur', 'bermotif', 'egg', 'mold', 'terbuat', 'stainless', 'steel', 'cetak', 'harga', 'rp', 'produk', 'original', 'klik', 'beli', 'produk']",9,Positif
"['berat', 'tugas', 'pemerintah', 'presiden', 'disatu', 'sisi', 'peternak', 'sedih', 'harga', 'telur', 'nyungsep', 'rumah', 'tangga', 'seneng', 'banget', 'harga', 'telur', 'turun', 'nyetok', 'kg', 'seminggu', 'keluarga']",20,Positif
"['gsp', 'harga', 'telur', 'ditempat', 'blitar', 'kg', 'kemarin', 'lusa', 'kkg']",0,Positif
"['harga', 'jagung', 'emang', 'gila', 'peternak', 'skala', 'kerasa', 'banget', 'impact', 'output', 'peternakan', 'kyak', 'telur', 'harganya']",8,Positif
"['telur', 'ayam', 'pon', 'harga', 'harga', 'ayam', 'rip', 'wallet']",-3,Negatif
"['harga', 'telur', 'area', 'smalam', 'rm']",3,Positif
"['harga', 'telur', 'kg', 'kg']",3,Positif
"['pempek', 'radial', 'asli', 'palembang', 'pempek', 'selem', 'telor', 'lenjer', 'adaan', 'lenjer', 'kulit', 'paketan', 'harga', 'terjangkau', 'minat', 'order', 'dm']",17,Positif
"['harga', 'jagung', 'kg', 'harga', 'segitu', 'bep', 'telur', 'ayam', 'kg', 'nowadays', 'egg', 'kg', 'kg', 'every', 'month', 'farmers', 'rugi', 'almost', 'minggu', 'populasi', 'ayam', 'ekor']",-9,Negatif
"['harga', 'turun', 'ribukg', 'peternak', 'merugi', 'poli', 'tikus', 'maunya', 'harga', 'telur', 'turun', 'ribukg', 'kasian', 'peternak', 'harga', 'telur', 'ayam', 'anjlok', 'peternak', 'gresik', 'pilih', 'bagikan', 'kilogram', 'telur', 'jalanan', 'via']",-11,Negatif
"['harga', 'ayam', 'telur', 'harga', 'dedak', 'ayam', 'dedak', 'kucing', 'harga']",-1,Negatif
"['harap', 'sayurpun', 'harga', 'nak', 'makan', 'telur', 'telur', 'harga']",10,Positif
"['kadang', 'ngelihat', 'tetangga', 'mbah', 'nemen', 'seirit', 'sm', 'makanan', 'telur', 'sebiji', 'bbrp', 'suka', 'banget', 'blendrang', 'kdg', 'berhari', 'nambah', 'lauk', 'krupuk', 'beli', 'nasi', 'pecel', 'harga', 'masi', 'nawar', 'porsi', 'aset', 'tanah', 'luas', 'banget']",27,Positif
"['automatik', 'harga', 'telur', 'harga', 'telur', 'saiz', 'raya', 'puasa', 'rm', 'traysarang', 'rm', 'majoriti', 'bakers', 'pening', 'kepala', 'kenaikan', 'harga']",5,Positif
"['bayangkan', 'jagung', 'konsentratnya', 'katulnya', 'sdangkan', 'harga', 'telur', 'ribu', 'dibawah', 'ribu', 'butuh', 'angsuran', 'beli', 'beras', 'sdah', 'blan']",1,Positif
"['dirs', 'peternak', 'rakyat', 'pedaging', 'petelur', 'sdg', 'susah', 'peternak', 'petelur', 'harga', 'jual', 'telur', 'hancur', 'harga', 'jagung']",1,Positif
"['miris', 'negeri', 'protes', 'buang', 'telor', 'salah', 'protes', 'pakai', 'poster', 'salah', 'peternak', 'sdah', 'tercekik', 'harga', 'pakan', 'harga', 'telur', 'butuh', 'makan', 'bayar', 'ansuran']",-21,Negatif
"['bang', 'peternak', 'ngempet', 'harga', 'jagung', 'pakan', 'harga', 'telur', 'hancur', 'ancuran', 'nahan', 'sampek', 'gulung', 'tikar']",5,Positif
"['gsp', 'pengalaman', 'keluarga', 'peternak', 'ayam', 'petelur', 'blitar', 'harga', 'telur', 'murah', 'ppkm', 'pakan', 'ayamnya', 'nggk', 'wajar']",11,Positif
"['kasih', 'harga', 'telur', 'anjlok']",1,Positif
"['berita', 'harga', 'telor', 'turun', 'ribu', 'kilo', 'keinget', 'debat', 'dosen', 'gara', 'gara', 'harga', 'ayam', 'potong', 'survey', 'bapaknya', 'ngotot', 'banget']",-11,Negatif
"['official', 'harga', 'telur', 'turun', 'sen', 'tuan', 'tuan']",4,Positif
"['polri', 'peternakan', 'harga', 'jagung', 'mahal', 'harga', 'telur', 'ambleg']",7,Positif
"['bps', 'blitar', 'kediri', 'mogok', 'embuh', 'palagi', 'harga', 'pakan', 'mahal', 'harga', 'telur', 'murah']",4,Positif
"['harga', 'telur', 'ayam', 'anjlok', 'syarief', 'hasan', 'jaga', 'stabilitas', 'harga', 'pangan']",9,Positif
"['harga', 'telur', 'jatuh', 'ternak', 'ayam', 'ditangkap', 'kejam', 'bengis', 'rezim', 'jokowi', 'dikit', 'ngamuk']",-14,Negatif
"['tua', 'ku', 'anak', 'makan', 'telur', 'harga', 'ikan', 'mahal', 'berhubung', 'mamak', 'kapau', 'taulah', 'eunak', 'masakan', 'gaktau', 'orgtua', 'makanan', 'saudara', 'mewah', 'kerjaan', 'dagang', 'keliling']",5,Positif
"['daerah', 'blitar', 'peternak', 'berat', 'harga', 'jagung', 'harga', 'telur', 'turun', 'aparatnya']",4,Positif
"['semalam', 'mesej', 'menu', 'tarik', 'dtgorder', 'upsell', 'bilis', 'telur', 'air', 'keprofit', 'kat', 'menu', 'rare', 'sedap', 'push', 'harga', 'upsell', 'profit', 'simpan', 'database', 'blast', 'promo', 'minggu']",16,Positif
"['soroti', 'turunnya', 'harga', 'telur', 'syarief', 'pemerintah', 'cari', 'solusi']",2,Positif
"['jagung', 'sentrat', 'tidak', 'apa-apa', 'harga', 'telur', 'diatas', 'bep', 'kandang', 'angka', 'bep', 'bertahan', 'kenyang', 'anak', 'kandang', 'keluarganya', 'kelaparan']",8,Positif
"['beli', 'indomie', 'varian', 'sehari', 'total', 'butuh', 'bungkus', 'harga', 'indomie', 'kuah', 'murah', 'aslinya', 'sisa', 'belikan', 'beras', 'sekilo', 'sisanya', 'beli', 'telurtempe']",-1,Negatif
"['gsp', 'keresahan', 'peternak', 'diblitar', 'masharga', 'telur', 'turunsementara', 'harga', 'jagung', 'melambung', 'tinggisemua', 'sambatmengeluhapalagi', 'peternak', 'kelas']",-3,Negatif
"['harga', 'telur', 'harga', 'rp', 'kg', 'turun', 'level', 'rp', 'ribukg']",7,Positif
"['didu', 'menangkap', 'digaji', 'rakyat', 'keluhan', 'peternak', 'harga', 'pakan', 'harga', 'telur', 'turun']",7,Positif
"['peternak', 'ayam', 'harga', 'jagung', 'emg', 'nyesek', 'pakan', 'mahal', 'harga', 'jual', 'telur', 'murah']",4,Positif
"['tuntutan', 'peternak', 'kakak', 'perempuan', 'harga', 'telur', 'jatuh', 'harga', 'pakan', 'jagung', 'mahal']",5,Positif
"['petani', 'peternak', 'kesusahan', 'diblitar', 'peternak', 'bangkrut', 'harga', 'jagung', 'kharga', 'bekatul', 'harga', 'konsentrat', 'ksedangkan', 'harga', 'telur', 'dilangsungkan', 'menerus', 'peternak', 'jual']",3,Positif
"['harga', 'telur', 'turun', 'kayanyapetrnak', 'gini', 'sambat', 'mengelluh']",1,Positif
"['kebeli', 'pangan', 'bersubsidi', 'kartu', 'kjp', 'plus', 'lumayan', 'nebus', 'harga', 'beras', 'telur', 'ayam', 'daging', 'harga', 'murah', 'meriah', 'stok', 'beras', 'aman', 'pandemi', 'emak', 'pusing']",1,Positif
"['takut', 'kait', 'nnt', 'telur', 'ayam', 'harga', 'telur', 'jgk', 'tertawa', 'mkn', 'ayam', 'skali', 'beli', 'ayam', 'potong', 'jari', 'je', 'mkn', 'ketul', 'tertawa']",2,Positif
"['harga', 'ayam', 'mmg', 'tertekan', 'hidup', 'mmg', 'makan', 'nasik', 'kicap', 'je', 'lakaya', 'sikit', 'telur', 'goreng', 'tertawa', 'sayur', 'kangkung']",8,Positif
"['assalamualaikum', 'tolong', 'aspirasi', 'perkumpulan', 'peternak', 'ayam', 'petelur', 'blitarusaha', 'teman', 'merugi', 'gegara', 'harga', 'jual', 'telur', 'harga', 'pakan', 'seimbangharga', 'bahan', 'baku', 'pakan', 'mahal', 'ampun']",8,Positif
"['kemarin', 'pas', 'ditangkep', 'setuju', 'mama', 'peternak', 'harga', 'telur', 'pakannya', 'words', 'not', 'provocative', 'all', 'kebilang', 'alus']",14,Positif
"['harga', 'telur', 'hancurkg', 'ditingkat', 'peternakkl', 'eceran', 'kg']",2,Positif
"['syarief', 'hasan', 'menyoroti', 'anjloknya', 'harga', 'telur', 'ayam', 'harga', 'rp', 'ribukg', 'turun', 'level', 'rp', 'ribukg']",4,Positif
"['enaknya', 'nasi', 'padang', 'nasi', 'padang', 'telur', 'dadar', 'makan', 'harga']",13,Positif
"['hitungan', 'pakai', 'pakan', 'pabrikan', 'harga', 'pakan', 'rp', 'kg', 'faktor', 'pengali', 'hpp', 'ketemu', 'rp', 'harga', 'jual', 'telur', 'kandang', 'rp', 'hasil', 'minus', 'rp']",5,Positif
"['condiment', 'anjing', 'pdhl', 'rm', 'harga', 'telur', 'dadar', 'pantang', 'makan', 'lidah', 'kasek', 'minang']",-4,Negatif
"['kemarin', 'jokowi', 'bantu', 'peternak', 'beli', 'telor', 'telorkan', 'turun', 'jokowi', 'disuruh', 'beli', 'jagung', 'harga', 'wajar', 'emang', 'jkw', 'pedagang']",12,Positif
"['acuan', 'komposisi', 'selfmix', 'pakan', 'ayam', 'petelur', 'jagung', 'konsentrat', 'dedak', 'ketemu', 'harga', 'rp', 'kg', 'faktor', 'pengali', 'ketemu', 'hpp', 'telur', 'rp', 'kg', 'harga', 'telur', 'kandang', 'rp', 'kg', 'minus', 'rp', 'kg', 'telur']",-8,Negatif
"['enci', 'petani', 'jagung', 'peternak', 'ayam', 'petelur', 'sambat', 'tolong', 'harga', 'jagung', 'terjangkau', 'pakan', 'disaat', 'harga', 'telur', 'anjlok', 'sebulan']",-1,Negatif
"['wakil', 'ketua', 'mpr', 'syarief', 'hasan', 'pemerintah', 'turun', 'tangan', 'mencarikan', 'solusi', 'harga', 'telur', 'ayam', 'batas', 'wajar']",2,Positif
"['baca', 'posternya', 'beli', 'jagung', 'stabilkan', 'harga', 'jagung', 'peternak', 'krna', 'jagung', 'pakan', 'ternak', 'harganya', 'mahal', 'harga', 'jual', 'telur', 'jatuh']",20,Positif
"['diberita', 'harga', 'telur', 'ayam', 'tertinggi', 'ribuan', 'tulisannya', 'ribukg', 'issshhh']",0,Positif
"['harga', 'telur', 'ayam', 'anjlok', 'syarief', 'hasan', 'negara', 'hadir', 'menjaga', 'stabilitas', 'harga']",6,Positif
"['madura', 'nasi', 'kuning', 'ikan', 'ayamtelur', 'dadar', 'iris', 'serundeng', 'sambel', 'harga', 'ribu', 'sarapan', 'makan', 'porsi', 'beli', 'harga', 'nasi', 'campur', 'amboina', 'ribu', 'puas', 'nasi', 'campur', 'harga', 'ribu', 'kenyang']",31,Positif
"['budy', 'anjlok', 'banget', 'harga', 'telur', 'turun']",1,Positif
"['makan', 'malam', 'langganan', 'mie', 'goreng', 'nasi', 'goreng', 'sebrang', 'hotel', 'inaya', 'bay', 'harganya', 'ribuan', 'lumayan', 'keroncongan', 'malemmalem', 'kadang', 'beli', 'kebab', 'harga', 'ribu', 'pakai', 'keju', 'telur', 'ribuan']",21,Positif
"['alghozali', 'kemarin', 'beli', 'telur', 'harga', 'kg']",5,Positif
"['harga', 'telur', 'turunibu', 'senang', 'pas', 'beli', 'ayam', 'harganya', 'naikgajadi', 'senang']",19,Positif
"['blitar', 'peternak', 'ayam', 'petelur', 'terbesar', 'harga', 'telur', 'turun', 'hrg', 'pakan', 'cenderung', 'perhatian', 'peternak', 'nasib', 'ditangkap', 'video', 'trsbt']",3,Positif
"['keluhan', 'peternak', 'ayam', 'telur', 'harga', 'jagung', 'diakui', 'kebijakan', 'salah', 'tata', 'niaga', 'jagungini', 'sikap', 'gagahgagahan', 'mentan', 'periode', 'lalusementara', 'pemerintah', 'hilang', 'akal', 'menghadapi', 'kartel', 'industri', 'ayam', 'hulu', 'hilir']",3,Positif
"['madura', 'kost', 'start', 'kost', 'bagus', 'kamar', 'mandi', 'biaya', 'makan', 'makan', 'lalapan', 'telor', 'sotoesteh', 'sate', 'bijinasilontong', 'harga', 'nasi', 'campur', 'banyakk', 'murah', 'wkkw', 'diatas', 'makanannya']",12,Positif
"['petani', 'peternak', 'ayam', 'dibantu', 'beli', 'jagung', 'harga', 'telur', 'hancur', 'harga', 'pakan', 'mahal']",8,Positif
"['polri', 'ngenes', 'bersuara', 'ditangkap', 'faktane', 'cek', 'harga', 'jagung', 'pakan', 'ayam', 'disisi', 'harga', 'telur', 'turun', 'ngomong-ngomong', 'protein', 'telur', 'bagus', 'loo', 'jaga', 'stamina', 'tubuh', 'pendemi']",-1,Negatif
"['mahesa', 'pesannya', 'konteksnya', 'berbeda', 'dilema', 'warga', 'blitar', 'peternak', 'ayam', 'petelur', 'tergantung', 'komoditas', 'salah', 'satunya', 'jagung', 'harga', 'pakan', 'cenderung', 'telur', 'cenderung', 'turun', 'peternak', 'jml', 'ayam', 'dibawah']",-9,Negatif
"['kemarin', 'beli', 'telor', 'cipadu', 'harganya', 'murah', 'rp', 'kg', 'memborongnya', 'konsumen', 'diuntungkan', 'peternak', 'harganya', 'rusak', 'equal', 'harga', 'pakan', 'ternak', 'melambung']",24,Positif
"['tompi', 'realitas', 'harga', 'jagung', 'kg', 'ribu', 'harga', 'telor', 'kandang']",3,Positif
"['jokowi', 'blitar', 'nyali', 'desa', 'ajak', 'poster', 'tulisanya', 'naikkan', 'harga', 'telur', 'pakkkkk', 'turun', 'harga', 'pupukkk', 'pakkk', 'muliakan', 'petani', 'nyuruh', 'petani', 'pakkkk']",14,Positif
"['alghozali', 'beli', 'telur', 'harga', 'turun', 'sekilo']",6,Positif
"['haye', 'ngurusi', 'harga', 'telur', 'pilpres', 'kemarin', 'beres']",3,Positif
"['gsp', 'harga', 'telur', 'menurun', 'drastis', 'peternak', 'kelabakan']",8,Positif
"['harga', 'telur', 'menguntungkan', 'konsumen', 'peternak', 'ayam', 'peternak', 'ayam', 'permintaan', 'pakan', 'ayam', 'harganya', 'melonjak', 'melonjaknya', 'konsumen', 'telur', 'barangkali', 'pemasang', 'poster', 'didramatisir', 'zon', 'maklumah']",10,Positif
"['harga', 'telur', 'turun', 'office', 'girl', 'cerita', 'kemarin', 'sore', 'pas', 'menjelang', 'pulang', 'beli', 'telur', 'semoga', 'kesabaran', 'solusi', 'terbaik', 'disetiap', 'ayo', 'makan', 'telur']",33,Positif
"['keluhan', 'peternak', 'ayam', 'telur', 'harga', 'jagung', 'diakui', 'kebijakan', 'salah', 'tata', 'niaga', 'jagung', 'sikap', 'gagahgagahan', 'mentan', 'periode', 'pemerintah', 'hilang', 'akal', 'menghadapi', 'kartel', 'industri', 'ayam', 'hulu', 'hilir']",3,Positif
"['gsp', 'harga', 'jagung', 'bagus', 'peternak', 'beli', 'wajar', 'kontrol', 'harga', 'telur', 'wajar', 'murah', 'nutup', 'biaya', 'pakan', 'jagung', 'mahal']",18,Positif
"['makan', 'dimana', 'soto', 'lamongan', 'deket', 'xt', 'square', 'jogja', 'dagingnya', 'berlimpah', 'gede', 'harga', 'lauk', 'didepan', 'sate', 'atiusustelor', 'puyuh', 'tempe', 'perkedel', 'dan', 'lain-lain', 'harganya', 'lipat', 'alias']",5,Positif
"['alghozali', 'dilematis', 'disatu', 'sisi', 'konsumen', 'senang', 'harga', 'telur', 'rbkg', 'dikoreksi', 'supply', 'demand']",11,Positif
"['dirs', 'know', 'mengangkat', 'poster', 'tolong', 'kondisi', 'lapangan', 'peternak', 'miris', 'banget', 'harga', 'pakan', 'jagung', 'mahal', 'banget', 'sedngkan', 'harga', 'telor', 'murah', 'hasil', 'jual', 'telor', 'sehari', 'beli', 'pakan', 'perharinya']",23,Positif
"['alghozali', 'telor', 'rp', 'rbkg', 'jakarta', 'harga', 'rprb', 'rerata', 'rprb', 'murah']",6,Positif
"['fess', 'kemahalan', 'risoles', 'harga', 'segitu', 'risol', 'mayo', 'isi', 'telur']",0,Positif
"['kasih', 'peternak', 'ayam', 'telur', 'menderita', 'akibat', 'mahalnya', 'biaya', 'produksi', 'pakan', 'hancurnya', 'harga', 'daya', 'beli', 'masyarakat', 'rendah']",-6,Negatif
"['kondisi', 'peternak', 'sajaharga', 'jagungpakan', 'melambung', 'harga', 'telur', 'rp', 'kg', 'harga', 'ayam', 'broiler', 'cenderung', 'turun', 'salahnya', 'beliau', 'peternak', 'mengadu', 'presidennya', 'blitar', 'basisnya', 'pdi']",1,Positif
"['mengeluh', 'harga', 'pakan', 'mahal', 'harga', 'telur', 'murahpara', 'peternak', 'merugiseharusnya', 'pemerintah', 'andil', 'menyesuaikan', 'harga', 'pakan', 'harga', 'telur', 'tercipta', 'keseimbangan', 'dimana', 'harga', 'telur', 'terjangkau', 'peternak', 'untung']",26,Positif
"['telur', 'turun', 'lapor', 'jokowi', 'jagung', 'lapor', 'jokowi', 'harga', 'cabek', 'wajar', 'lapor', 'jokowi', 'ampun', 'teriak', 'fadlizon']",12,Positif
"['gsp', 'bantu', 'peternak', 'harga', 'telur', 'turun', 'harga', 'pakan']",10,Positif
"['wajar', 'petani', 'peternak', 'mengeluh', 'salah', 'perhitungan', 'rugi', 'jutaan', 'ayam', 'peliharaan', 'pakan', 'mahal', 'tahunya', 'makan', 'pelihara', 'ribuan', 'ayam', 'pusing', 'pakan', 'mahal', 'harga', 'ayam', 'telur', 'jatuh', 'daya', 'beli', 'masyarakat', 'permintaan']",6,Positif
"['kasihan', 'rakyat', 'peternak', 'ayam', 'harga', 'pakan', 'harga', 'telur', 'murah']",11,Positif
"['sumpah', 'emang', 'harga', 'jagung', 'peternak', 'susah', 'pakan', 'ternak', 'jagung', 'otomatis', 'cost', 'ratio', 'keluarin', 'harga', 'telur', 'daging', 'ayam', 'ancuran', 'ditambah', 'bahan', 'pakan', 'kasian', 'sumpah']",5,Positif
"['harga', 'telur', 'jatuhcek', 'fakta', 'lapanganjgn', 'ongkang', 'ngoceh', 'dimedsos']",0,Positif
"['selamat', 'pagi', 'assalaamualaikum', 'harga', 'telur', 'harap', 'kayangan', 'ianya', 'marhaein']",7,Positif
"['merenungi', 'insiden', 'poster', 'sambat', 'jokowi', 'anjloknya', 'harga', 'telur']",-6,Negatif
"['peternak', 'menjerit', 'harga', 'pakan', 'terkendali', 'harga', 'telur', 'jatuh', 'sayang', 'pemimpin']",9,Positif
"['tulisannya', 'peternak', 'petani', 'realitanya', 'peternak', 'ayam', 'petelur', 'menjerit', 'efek', 'harga', 'pakan', 'mahal', 'pakan', 'ayam', 'komposisinya', 'jagung', 'blitar', 'terkenal', 'produksi', 'telur']",5,Positif
"['tuntutan', 'peternak', 'harga', 'jagung', 'mahal', 'diimbangi', 'harga', 'telur', 'mingguan', 'murah']",9,Positif
