tweet,polaritas,sentimen
"['guis', 'open', 'order', 'ekado', 'isi', 'telur', 'puyuh', 'balut', 'daging', 'ayam', 'isi', 'mozarella', 'harga', 'kpack', 'pcs', 'dom', 'malang', 'ongkos', 'kirim', 'via', 'shopee', 'mesan', 'dm']",-3,Negatif
"['harga', 'telur', 'tingkat', 'ternak', 'rp', 'kg']",4,Positif
"['semenjak', 'temu', 'suroto', 'ternak', 'blitar', 'baik', 'harga', 'harga', 'telur', 'merosot', 'tajam', 'ternak', 'tahan', 'tolong', 'bantu']",17,Positif
"['ternak', 'telur', 'ayam', 'keluh', 'harga', 'telur', 'ayam', 'terjun', 'bebas']",-4,Negatif
"['bojonegoro', 'september', 'kirim', 'harga', 'telur', 'blitar', 'terima', 'kota', 'bojonegoro', 'harga', 'rp', 'sekian', 'terimakasih']",14,Positif
"['tenak', 'ggk', 'bersyukurharga', 'telur', 'ggk', 'turun']",1,Positif
"['jakarta', 'september', 'kirim', 'harga', 'telur', 'blitar', 'terima', 'kota', 'jakarta', 'harga', 'rp', 'sekian', 'terimakasih']",14,Positif
"['nasi', 'ayam', 'goreng', 'kunyitdi', 'nasi', 'ringkas', 'lakuank', 'hari', 'samping', 'ayam', 'dagingampsotong', 'adaharga', 'mahal', 'sikitkalau', 'bubuh', 'telor', 'matatambah', 'rmyasedapanda', 'makan']",1,Positif
"['harga', 'telur', 'turun']",4,Positif
"['kasihan', 'ternak', 'telur', 'ayam', 'harga', 'pasar', 'anjlok']",1,Positif
"['presiden', 'jokowi', 'kirim', 'bantu', 'jagung', 'ternak', 'ayam', 'blitar', 'harap', 'subsidi', 'lanjut', 'harga', 'telur', 'stabil', 'kisar', 'rp', 'ribukg']",17,Positif
"['harga', 'telur', 'kg', 'rasarasanya', 'komporin', 'ibuk', 'buy', 'dip', 'buy', 'dip', 'keinget', 'telor', 'cepat', 'bosok']",4,Positif
"['nx', 'resmi', 'pecah', 'telur', 'all', 'new', 'honda', 'brv', 'harga', 'rp', 'juta', 'kirim', 'cepat', 'januari', 'full', 'fitur', 'honda', 'sensing', 'buru', 'inden']",11,Positif
"['beli', 'telur', 'jelek', 'rumah', 'toko', 'kalijudan', 'rp', 'timbang', 'dapat', 'kg', 'harga', 'kgnya', 'rp', 'normal', 'bayar', 'rp', 'nilep', 'ngenthit', 'rasa', 'sewa', 'rumah', 'toko', 'mahal', 'ambil', 'hak', 'kg', 'telur', 'beli', 'moga', 'sukses']",12,Positif
"['program', 'pangan', 'subsidi', 'stabil', 'harga', 'komoditas', 'pangan', 'beras', 'daging', 'sapi', 'telur', 'minggu']",1,Positif
"['harga', 'telur', 'ayam', 'ras', 'turun', 'daya', 'beli', 'rendah', 'produksi', 'jalan']",-1,Negatif
"['kadang', 'susah', 'sebenernya', 'harga', 'normal', 'telur', 'ubah', 'pas', 'belanja', 'agen', 'berani', 'mainin', 'harga']",11,Positif
"['harga', 'telur', 'ayam', 'ras', 'pasar', 'sindangkasih', 'camat', 'cigasong', 'kabupaten', 'majalengka', 'jawa', 'barat', 'turun', 'pekan']",2,Positif
"['dagang', 'telur', 'bansos', 'sembilan', 'bahan', 'pokok', 'picu', 'anjlok', 'harga', 'telur']",-1,Negatif
"['harga', 'telur', 'kaya', 'roller', 'coaster', 'ubah']",5,Positif
"['harga', 'telur', 'kalang', 'ternak', 'ayam', 'telur', 'kabupaten', 'majalengka', 'anjlok', 'rupiahkg', 'sebab', 'banyaknyaa', 'stok', 'telur', 'milik', 'warga', 'bantu', 'sosial', 'jamur', 'ternak', 'ayam', 'telur', 'selasa', 'siang', 'enc']",3,Positif
"['temu', 'presiden', 'jokowi', 'nasib', 'ternak', 'ayam', 'telur', 'susah', 'pakan', 'mahal', 'harga', 'telur', 'hancur']",1,Positif
"['alas', 'ternak', 'harga', 'telur', 'ayam', 'mahal', 'saing', 'ternak', 'sehat', 'korban', 'laku', 'umkm', 'harga', 'mahal', 'lotte', 'grosir', 'indogrosir', 'sejahtera', 'ternak', 'lae', 'ferdinand']",6,Positif
"['lae', 'harga', 'telur', 'tingkat', 'konsumen', 'harga', 'telur', 'tingkat', 'ternak', 'rendah']",3,Positif
"['lae', 'ferdinand', 'harga', 'telur', 'ayam', 'murah', 'bantu', 'toko', 'kue', 'dagang', 'martabak', 'toko', 'martabak', 'dagang', 'nasi', 'uduk', 'milik', 'warung', 'tegal', 'dagang', 'ketupat', 'dsb', 'saing', 'tingkat', 'ternak', 'saing', 'sehat', 'indogrosir', 'lotte', 'grosir']",11,Positif
"['harga', 'telur', 'ayam', 'indogrosir', 'kg', 'pusat', 'kulak', 'main', 'peran', 'bantu', 'umkm']",6,Positif
"['harga', 'telur', 'ayam', 'lotte', 'grosir', 'meruya', 'baru', 'turun', 'kg', 'kg']",2,Positif
"['harga', 'pakai', 'ayamtelur', 'opo', 'pakai', 'paru']",3,Positif
"['harga', 'telur', 'anjlok', 'dagang', 'banting', 'harga', 'via', 'coid']",3,Positif
"['harga', 'telur', 'ayam', 'ras', 'pasar', 'sindangkasih', 'camat', 'cigasong', 'kabupaten', 'majalengka', 'jawa', 'barat', 'turun', 'pekan']",2,Positif
"['harga', 'telur', 'anjlok', 'ternak', 'tutup', 'usaha']",-2,Negatif
"['harga', 'telur', 'ayam', 'anjlok', 'imbas', 'harga', 'daging', 'ayam', 'diboyolali']",-8,Negatif
"['sebenernya', 'berani', 'tuhan', 'dosa', 'hukum', 'timbang', 'pakai', 'timbang', 'telor', 'warung', 'madura', 'harga', 'indomie', 'goreng', 'offense']",10,Positif
"['harga', 'telur', 'blitar', 'jawa', 'timur', 'naik']",4,Positif
"['nyinggung', 'jagung', 'ton', 'pura', 'peduli', 'tertawa', 'jagung', 'telur', 'harga', 'pasar', 'hancur', 'podo', 'wae']",11,Positif
"['imbas', 'harga', 'anjlok', 'ternak', 'lamongan', 'bagibagi', 'telur', 'gratis']",-1,Negatif
"['ayo', 'harga', 'telur', 'rp', 'kg']",7,Positif
"['kapasitanya', 'sat', 'populasi', 'ayam', 'atas', 'ribu', 'sebenernya', 'pengaruh', 'pakan', 'mahal', 'simpel', 'jual', 'ayam', 'nelor', 'butuh', 'telur', 'telur', 'laris', 'harga']",-1,Negatif
"['askrl', 'tang', 'mama', 'pasta', 'harga', 'spagheti', 'nama', 'wortel', 'sawi', 'telur', 'nasi']",9,Positif
"['musim', 'demik', 'covid', 'tokey', 'ayam', 'nak', 'billionaire', 'bos', 'top', 'glove', 'harap', 'akak', 'masuk', 'ayam', 'telur', 'senarai', 'barang', 'bantu', 'selagi', 'turun', 'harga', 'ayam', 'harga', 'ssekilo', 'ayam', 'beli', 'tin', 'sardin', 'tin', 'susu', 'gold', 'coin']",6,Positif
"['harga', 'telur', 'sengaja', 'bunuh', 'ternak']",-4,Negatif
"['harga', 'pakan', 'ternak', 'lonjak', 'harga', 'telur', 'ayam', 'ras', 'anjlok', 'inews', 'makassar']",0,Positif
"['harga', 'pakan', 'jagung', 'nunggu', 'panen', 'jagung', 'tanam', 'jagung', 'ganti', 'tani', 'jagung', 'berontak', 'harga', 'telor', 'turun', 'rembet', 'harga', 'pakan', 'jagung']",14,Positif
"['harga', 'sembilan', 'bahan', 'pokok', 'malaysia', 'cenderung', 'murah', 'banding', 'indonesia', 'gau', 'telorgulaminyak', 'telor', 'kwalitas', 'indo', 'kg', 'isi', 'butir', 'harga', 'ribu', 'tmptku', 'ribu', 'rupiah', 'butir', 'telor', 'suka', 'makan', 'telorskrg', 'negh', 'murah']",16,Positif
"['harga', 'telur', 'anjlok', 'ternak', 'tutup', 'usaha', 'harga', 'telur', 'ayam', 'anjlok']",-5,Negatif
"['kupang', 'harga', 'telur', 'ribu', 'butir', 'lae']",3,Positif
"['produksi', 'telur', 'nasional', 'surplus', 'bang', 'barang', 'limpah', 'harga', 'turun', 'hukum', 'ekonomi', 'bang']",8,Positif
"['dampak', 'ppkm', 'harga', 'telur', 'ayam', 'turun', 'drastis', 'rp', 'kg']",3,Positif
"['new', 'post', 'imbas', 'ppkm', 'harga', 'telur', 'ayam', 'terjun', 'bebas', 'rp', 'kg', 'has', 'been', 'published', 'baca', 'pesan']",-1,Negatif
"['harga', 'telur', 'super', 'market', 'turut', 'suka', 'makan', 'telur', 'beli', 'telur', 'perhati', 'harga', 'telur', 'rakyat', 'ternak', 'rugi', 'harga', 'telur', 'terjun', 'bebas', 'atas', 'presiden', 'turun']",7,Positif
"['ternak', 'ayam', 'blitar', 'keluh', 'harga', 'telur', 'terjun', 'bebas']",-2,Negatif
"['presiden', 'jokowi', 'harga', 'kg', 'indogrosir', 'harga', 'jual', 'telur', 'ayam', 'kg', 'toko', 'dapur', 'ngebul', 'presiden', 'jokowi']",11,Positif
"['harga', 'telur', 'ayam', 'tingkat', 'ternak', 'blitar', 'baik', 'cenderung', 'turun']",4,Positif
"['buka', 'harga', 'telur', 'ayam', 'indogrosir', 'tahu', 'bawah', 'harga', 'batas', 'ternak']",6,Positif
"['harga', 'telur', 'ayam', 'jual', 'kg', 'bantu', 'toko', 'kue', 'toko', 'martabak', 'warung', 'tegal', 'dagang', 'ketupat', 'dagang', 'nasi', 'uduk', 'terima', 'kasih', 'indogrosir', 'harga', 'telur', 'ayam', 'kg']",8,Positif
"['tan', 'telur', 'daging', 'sayur', 'kedelai', 'terap', 'harga', 'ecer', 'rendah', 'margin', 'sd', 'harga', 'ecer', 'tinggi', 'sd']",-2,Negatif
"['hei', 'mbak', 'polisi', 'metro', 'tv', 'berani', 'fitnah', 'menkumham', 'dirjen', 'pas', 'main', 'harga', 'telur', 'ayam', 'anjlok', 'ternak', 'babak', 'bur', 'jaga', 'nasdem', 'beli', 'kg', 'telur', 'ayam', 'beli', 'kg', 'telur', 'ayam', 'jual', 'kg']",-1,Negatif
"['ku', 'tani', 'jagung', 'ternak', 'ku', 'stabil', 'harga', 'telur', 'harga', 'jagung', 'satu', 'sisi', 'harga', 'pupuk', 'mahal', 'sulit', 'biaya', 'oprasional', 'tani', 'hitung', 'mahal', 'mugo', 'sehat', 'kabeh', 'wes', 'hahaha']",16,Positif
"['harga', 'telur', 'peti', 'isi', 'kg', 'rp', 'ecer', 'kg', 'kemarin', 'beli']",5,Positif
"['juru', 'bicara', 'presiden', 'jokowi', 'presiden', 'jokowi', 'senang', 'bantu', 'umkm', 'harga', 'telur', 'ayam', 'murah', 'presiden', 'jokowi', 'sejahtera', 'ternak']",21,Positif
"['harga', 'telur', 'ayam', 'murah', 'toko', 'jual', 'bahan', 'pokok', 'ucap', 'terima', 'kasih', 'indogrosir', 'lotte', 'grosir', 'bantu', 'umkm', 'toko', 'kue', 'umkm', 'toko', 'martabak', 'harga', 'telur', 'ayam', 'murah', 'bantu', 'umkm', 'dengar', 'manuver', 'politik']",15,Positif
"['indogrosir', 'lotte', 'grosir', 'tolong', 'dengar', 'manuver', 'politik', 'harga', 'telur', 'ayam', 'anjlok', 'ternak', 'babak', 'bur', 'televisi', 'swasta', 'sejahtera', 'ternak', 'pusat', 'kulak', 'bantu', 'umkm', 'toko', 'kue', 'toko', 'martabak']",-3,Negatif
"['bantu', 'toko', 'martabak', 'indogrosir', 'pikir', 'sejahtera', 'ternak', 'kota', 'bambu', 'ternak', 'telur', 'ayam', 'harga', 'telur', 'ayam', 'kg', 'toko', 'mama', 'jual', 'bantu', 'umkm', 'toko', 'kue', 'toko', 'martabak']",7,Positif
"['komoditas', 'alami', 'turun', 'harga', 'cabe', 'rawit', 'merah', 'bawang', 'merah', 'bawang', 'putih', 'ikan', 'kembung']",0,Positif
"['dasar', 'pantau', 'harga', 'pasar', 'rakyat', 'kota', 'bandung', 'harga', 'ratarata', 'butuh', 'pokok', 'selasa', 'september', 'komoditas', 'alami', 'naik', 'harga', 'telur', 'ayam', 'broiler', 'cabe', 'rawit', 'hijau']",4,Positif
"['coba', 'telur', 'ayam', 'indogrosir', 'murah', 'toko', 'jual', 'murah', 'harga', 'batas', 'ternak', 'indogrosir', 'harga', 'terigu', 'segitiga', 'biru', 'kg', 'murah', 'toko', 'jual', 'terigu', 'segitiga', 'biru', 'kg', 'murah', 'harga', 'terigu', 'curah', 'kg', 'bantu', 'toko', 'kue']",23,Positif
"['industri', 'rumah', 'umkm', 'toko', 'kue', 'industri', 'rumah', 'umkm', 'toko', 'martabak', 'dsb', 'bantu', 'harga', 'telur', 'ayam', 'murah', 'harap', 'indogrosir', 'lotte', 'grosir', 'turun', 'harga', 'telur', 'ayam']",18,Positif
"['harga', 'telur', 'canak', 'ritu', 'gred', 'rm', 'lebihje', 'rm', 'sia', 'pisyang', 'layan', 'ayam', 'kor', 'bakers', 'cottage', 'protein', 'intake']",-2,Negatif
"['senang', 'harga', 'telur', 'ayam', 'murah', 'tingkat', 'jual', 'toko', 'bantu', 'industri', 'rumah', 'umkm', 'toko', 'kue', 'telur', 'ayam', 'jual', 'murah', 'toko', 'toko', 'jual', 'terigu', 'segitiga', 'biru', 'kg', 'murah', 'terigu', 'curah']",23,Positif
"['dumdum', 'usaha', 'ayam', 'telur', 'jual', 'telur', 'harga', 'untung', 'kurang', 'harga', 'jagung', 'turun', 'tani', 'tanam', 'jagung', 'petik', 'buah', 'untung', 'minim', 'harga', 'turun']",13,Positif
"['pempek', 'radial', 'asli', 'palembang', 'pempek', 'lem', 'telor', 'lenjer', 'ada', 'lenjer', 'kulit', 'paket', 'harga', 'jangkau', 'minat', 'order', 'dm']",17,Positif
"['twt', 'mmg', 'telur', 'dadar', 'hehee', 'harga', 'rm', 'je', 'quite', 'okay', 'harga']",10,Positif
"['harga', 'pakan', 'jagung', 'lokal', 'diikutu', 'harga', 'ayam', 'ternak', 'telur', 'imbas', 'ternak', 'ayam', 'telur', 'mandiri', 'tetap', 'harga', 'ayam', 'ternak', 'telur', 'non', 'subsidi', 'subsidi', 'dahulu', 'masyarakat', 'mukim', 'kumuh', 'tengah', 'sdgkan', 'masyarakat']",1,Positif
"['harga', 'telur', 'turun', 'pemkab', 'sidrap', 'gelar', 'rapatkoordinasi']",6,Positif
"['harga', 'telur', 'jeblok', 'ternak', 'blitar', 'sambat', 'jokowi', 'istana']",-5,Negatif
"['harga', 'telor']",3,Positif
"['pakai', 'rate', 'harga', 'makan', 'makan', 'itu', 'cari', 'murah', 'banget', 'kecuali', 'kosan', 'nyetok', 'mie', 'telur', 'sayur', 'minggu', 'makan', 'mie', 'instan', 'hari']",5,Positif
"['ternak', 'ayam', 'kabupaten', 'blitar', 'jawa', 'timur', 'gundah', 'gulana', 'lantar', 'harga', 'telur', 'jeblok']",-13,Negatif
"['jokowi', 'bantu', 'ternak', 'beli', 'jagung', 'harga', 'wajar', 'telur', 'murah', 'suroto', 'jokowi', 'bantu', 'pecah', 'hadap', 'ternak', 'harga', 'jagung', 'cenderung', 'harga', 'telur', 'rendah']",14,Positif
"['ajar', 'ternak', 'ayam', 'kampung', 'telur', 'bebek', 'telur', 'susah', 'ampun', 'siasat', 'pakan', 'harga', 'aneh', 'harga', 'telur', 'turun', 'perintah', 'kendali', 'harga', 'pakan', 'solutip', 'ternak', 'mula', 'kapok', 'ternak']",3,Positif
"['harga', 'telur', 'gantung', 'harga', 'alias', 'terjun', 'bebas', 'wajar', 'efek', 'duit', 'beli', 'pakan', 'pakan', 'susah', 'sisi', 'ternak', 'jual', 'rugi', 'modal', 'alias', 'rugi', 'jual', 'murah']",2,Positif
"['superminimarket', 'emang', 'kualitas', 'beda', 'sm', 'warung', 'beda', 'harga', 'beda', 'kece', 'telur']",6,Positif
"['ternak', 'ayam', 'kabupaten', 'blitar', 'jawa', 'timur', 'keluh', 'harga', 'telur', 'ayam', 'turun', 'rp', 'kilogram', 'sesuai', 'biaya', 'awat']",6,Positif
"['presiden', 'joko', 'widodo', 'kirim', 'bantu', 'jagung', 'suroto', 'aksi', 'viral', 'bentang', 'poster', 'mahal', 'harga', 'jagung', 'telur', 'murah', 'kunjung', 'presiden', 'jokowi', 'blitar', 'september']",24,Positif
"['atur', 'harga', 'laku', 'usaha', 'mandiri', 'tetap', 'batas', 'minimal', 'maksimal', 'harga', 'ayam', 'dsn', 'telur', 'maksimal', 'ribu', 'ribu', 'harga', 'retail', 'masyarakat', 'lindung', 'banget', 'ternak', 'beli']",19,Positif
"['import', 'lokal', 'harga', 'sama', 'harga', 'modal', 'subsidi', 'harga', 'jual', 'ayam', 'telur', 'murah', 'ribu', 'ribu', 'sdgkan', 'mandiri', 'harga', 'ayam', 'telur', 'ribu', 'ribu', 'kilo']",16,Positif
"['lindung', 'tani', 'jagung', 'lokal', 'dsn', 'ternak', 'ayam', 'telur', 'harga', 'jagung', 'lokal', 'merugijan', 'tani', 'jagung', 'rugi', 'sesuai', 'jual', 'rugi', 'sdgkan', 'ternak', 'harga', 'ayam', 'telur', 'tetap']",3,Positif
"['id', 'emak', 'erti', 'politik', 'emak', 'tau', 'harga', 'telor', 'turun', 'harga', 'jagung', 'suka', 'bandingin', 'harga', 'ecommerce', 'nemuin', 'jual', 'jual', 'harga', 'murah', 'tawar']",14,Positif
"['blitar', 'ternak', 'ayam', 'keluh', 'turun', 'hargatelur']",-1,Negatif
"['harga', 'jagung', 'ternak', 'telur', 'harga', 'jagung', 'tani']",6,Positif
"['harga', 'telur', 'prediksi', 'rp', 'kg', 'jakarta', 'tahan', 'gara', 'daya', 'beli', 'ambruk']",0,Positif
"['ko', 'neng', 'harga', 'telur', 'turun', 'abis', 'kemarin', 'mahal', 'banget']",12,Positif
"['ternak', 'ayam', 'keluh', 'harga', 'telur', 'turun']",2,Positif
"['siregar', 'harga', 'telur', 'turun', 'lakuartinya', 'daya', 'beli', 'turun']",7,Positif
"['oversupply', 'harga', 'telor', 'jatuh', 'solusi', 'biaya', 'produksi', 'rangin', 'harga', 'jagung', 'diturunin', 'untung', 'besok', 'ternak', 'perang', 'harga']",11,Positif
"['tanggerang', 'september', 'kirim', 'harga', 'telur', 'blitar', 'terima', 'kota', 'tanggerang', 'harga', 'rp', 'sekian', 'terimakasih']",14,Positif
"['ternak', 'ayam', 'kabupaten', 'blitar', 'keluh', 'harga', 'telur', 'ayam', 'turun', 'harga', 'rp', 'kilogram', 'senin']",3,Positif
"['bandung', 'september', 'kirim', 'harga', 'telur', 'blitar', 'terima', 'kota', 'bandung', 'harga', 'rp', 'sekian', 'terimakasih']",12,Positif
"['wilgoz', 'manteb', 'selagi', 'harga', 'telur', 'murah', 'konten', 'resep', 'bahan', 'telur']",4,Positif
"['dagang', 'telur', 'pinggir', 'jalan', 'jual', 'telur', 'harga', 'murah', 'perkgnya']",3,Positif
"['ternak', 'ayam', 'blitar', 'keluh', 'harga', 'telur', 'turun']",2,Positif
"['harga', 'telur', 'gantung', 'harga', 'pisang', 'gantung', 'stimulus']",0,Positif
"['nasib', 'ternak', 'ayam', 'telur', 'baik', 'harga', 'telur', 'turun', 'jagung', 'pakan', 'ternak', 'mahal']",4,Positif
"['harga', 'telur', 'tempat']",0,Positif
"['anggota', 'dpr', 'singgung', 'harga', 'telur', 'rapat', 'tan']",2,Positif
"['harga', 'telur', 'turun', 'gilir', 'harga', 'ayam', 'kampung', 'anjlok']",1,Positif
"['ternak', 'ayam', 'telur', 'kabupaten', 'majalengka', 'gelisah', 'akibat', 'anjlok', 'harga', 'telur', 'pasar']",-7,Negatif
"['nasib', 'ternak', 'ayam', 'kabupaten', 'blitar', 'jawa', 'timur', 'ubah', 'undang', 'presiden', 'jokowi', 'rabu', 'harga', 'telur', 'ayam', 'turun', 'pakan', 'mahal']",4,Positif
"['harga', 'cabai', 'telur', 'jagung', 'kedelai', 'gaduh', 'kabar', 'tan']",5,Positif
"['nasib', 'ternak', 'ayam', 'kabupaten', 'blitar', 'jawa', 'timur', 'ubah', 'undang', 'presiden', 'jokowi', 'rabu', 'harga', 'telur', 'ayam', 'turun', 'pakan', 'mahal']",4,Positif
"['harga', 'telur', 'murah']",6,Positif
"['alhamdulilahnanti', 'ujung', 'harga', 'telur', 'nihwaktu', 'harga', 'cabe', 'hancur', 'banget', 'tuhkemendes', 'kmana', 'yaabnyak', 'mslah', 'lapang', 'nihharga', 'jagung', 'telur', 'cabe']",2,Positif
"['harga', 'telur', 'turun', 'pemkab', 'sidrap', 'rapat', 'koordinasi', 'cari', 'solusi']",6,Positif
"['ternak', 'ayam', 'blitar', 'keluh', 'harga', 'telur', 'turun']",2,Positif
"['ternak', 'ayam', 'telur', 'kabupaten', 'majalengka', 'gelisah', 'akibat', 'anjlok', 'harga', 'telur', 'pasar']",-7,Negatif
"['harga', 'telur', 'kian', 'merosot', 'ternak', 'pandemi', 'alas']",-7,Negatif
"['harga', 'telor', 'daging', 'fluktuatif', 'rugi', 'untung', 'rugi', 'untung', 'jarna', 'perintah', 'jaga', 'stabilisasi', 'harga', 'pakan', 'fluktuasi', 'ekonomis', 'produksi', 'konsumsi', 'daya', 'beli', 'gantung', 'pasar', 'maaf', 'pura', 'pura', 'amat', 'sok', 'zamin', 'akurat']",6,Positif
"['sudahulai', 'turun', 'marin', 'asosiasi', 'ternak', 'pimpin', 'dpr', 'sing', 'ketemu', 'pakde', 'diseakati', 'harga', 'thun', 'trend', 'juli', 'september', 'jagung', 'dagang', 'jagung', 'expert', 'bep', 'telor', 'kandang']",13,Positif
"['belit', 'harga', 'jagung', 'telur', 'ternak', 'ayam', 'telur', 'hadap', 'jokowi']",-2,Negatif
"['fess', 'tinggal', 'samarinda', 'harga', 'telor', 'gulung', 'ori', 'sosisbakso', 'dan', 'lain', 'langgan', 'jual', 'pramuka', 'sd', 'harga', 'kayak', 'nemu', 'situ', 'telor', 'gulung', 'asli', 'samarinda', 'sayang', 'jual', 'jarang', 'malam']",6,Positif
"['telur', 'ayam', 'turun', 'nyampe', 'kg', 'hari', 'inisebelum', 'bansos', 'jokowi', 'turun', 'harga', 'kg', 'efek', 'beli', 'perintah', 'stok', 'abisyang', 'akibat', 'stok', 'dagang', 'harga', 'lonjak', 'well', 'bansos']",4,Positif
"['tebak', 'harga', 'porsi', 'bubur', 'ayam', 'bawah', 'ceker', 'telor', 'puyuh', 'tusuk', 'kulit']",-1,Negatif
"['harga', 'telur', 'jatuh', 'efisiensi', 'protes', 'harga', 'jagung', 'jagung', 'butuh', 'industri', 'ayam', 'emang', 'ngerasa', 'berat', 'beli', 'jagung', 'ganti', 'dedek', 'makan', 'ayam', 'bayang', 'harga', 'jagung', 'turun', 'banget']",6,Positif
"['jarang', 'ternak', 'ayam', 'telur', 'teriak', 'harga', 'teriak', 'minta', 'telur', 'pandemi', 'turun', 'drastis', 'laku', 'usaha', 'butuh', 'telur', 'kurang', 'henti', 'supply', 'telur', 'kantin', 'kue', 'restaurant', 'dan', 'lain']",-20,Negatif
"['malu', 'syahrul', 'yasin', 'limpo', 'menteri', 'tani', 'daya', 'ngatur', 'harga', 'cabai', 'telur', 'jagung', 'kedelai']",5,Positif
"['syahrul', 'yasin', 'limpo', 'tan', 'daya', 'hadap', 'skill', 'strategi', 'tengkulak', 'pasar', 'harga', 'cabai', 'harga', 'telur', 'ayam', 'harga', 'jagung', 'ngatur', 'harga', 'becus']",6,Positif
"['ternak', 'ayam', 'telur', 'kabupaten', 'majalengka', 'gelisah', 'akibat', 'anjlok', 'harga', 'telur', 'pasar']",-7,Negatif
"['rawan', 'lamongan', 'bantu', 'ternak', 'harga', 'telur', 'ayam', 'terjun', 'bebas']",-4,Negatif
"['ayam', 'ngan', 'telur', 'harga', 'takdir', 'tuhan']",4,Positif
"['ipoh', 'manjoi', 'harga', 'pricey', 'nak', 'hahahahaha', 'haa', 'gambo', 'rm', 'kot', 'kot', 'ketul', 'tteokbokki', 'sausage', 'biji', 'telur']",-2,Negatif
"['kemarin', 'telor', 'gulung', 'mall', 'harga', 'takut', 'mahal']",5,Positif
"['fess', 'open', 'order', 'ekado', 'isi', 'telur', 'puyuh', 'balut', 'daging', 'ayam', 'isi', 'mozarella', 'harga', 'isi', 'telur', 'puyuh', 'kpcs', 'isi', 'mozarella', 'kpcs', 'dom', 'malang', 'ongkos', 'kirim', 'via', 'shopee', 'mesan', 'dm']",1,Positif
"['pempek', 'radial', 'asli', 'palembang', 'pempek', 'lem', 'telor', 'lenjer', 'ada', 'lenjer', 'kulit', 'paket', 'harga', 'jangkau', 'minat', 'order', 'dm']",17,Positif
"['guis', 'open', 'order', 'ekado', 'isi', 'telur', 'puyuh', 'balut', 'daging', 'ayam', 'isi', 'mozarella', 'harga', 'kpack', 'pcs', 'dom', 'malang', 'ongkos', 'kirim', 'via', 'shopee', 'mesan', 'dm']",-3,Negatif
"['poin', 'audiensi', 'perintah', 'bagai', 'ikut', 'telor', 'bansos', 'gtgt', 'duit', 'bansos', 'aman', 'bantu', 'jagung', 'harga', 'ton', 'gtgt', 'diitung', 'bulan', 'butuh', 'jt', 'ayam']",-3,Negatif
"['coba', 'bertubitubi', 'kemarin', 'telur', 'gilir', 'harga', 'ayam', 'kampung', 'remuk', 'dagang', 'boyolali', 'pasrah', 'via', 'solo']",4,Positif
"['raker', 'harga', 'telur', 'pakan', 'ternak', 'komisi', 'iv', 'buang', 'angin', 'tuan']",3,Positif
"['sesuai', 'harga', 'telur', 'yen', 'tolong']",9,Positif
"['siasat', 'harga', 'anjlok', 'ternak', 'lamongan', 'bagibagi', 'telur', 'masyarakat', 'butuh', 'fokus', 'harga', 'telur', 'pasar', 'anjlok', 'beda', 'harga', 'pakan', 'ayam', 'ternak', 'blitar', 'jawa', 'timur', 'terp']",-5,Negatif
"['sardin', 'takde', 'nak', 'makan', 'telur', 'burger', 'pulak', 'nak', 'harga']",2,Positif
"['harga', 'telur', 'harga', 'ayam', 'kampung', 'anjlok']",0,Positif
"['harga', 'telur', 'rbkg', 'hepiiii', 'gercep', 'nyetok']",3,Positif
"['harga', 'barang', 'mahal', 'nak', 'expect', 'harga', 'zaman', 'takde', 'istilah', 'makan', 'marhaen', 'sembang', 'makan', 'nasi', 'telur', 'kicap', 'telur', 'sarang', 'rm']",11,Positif
"['coba', 'bertubitubi', 'kemarin', 'telur', 'gilir', 'harga', 'ayam', 'kampung', 'remuk', 'dagang', 'boyolali', 'pasrah']",2,Positif
"['tekunin', 'ternak', 'ayam', 'telur', 'harga', 'telur', 'jeblok', 'banget', 'diliatliat']",-3,Negatif
"['timun', 'sehiris', 'telur', 'belah', 'harga', 'nasi', 'lemak']",-2,Negatif
"['skema', 'sesai', 'jangka', 'pendek', 'usul', 'perintah', 'oprasi', 'pasar', 'tekan', 'harga', 'pakan', 'ternak', 'usul', 'perintah', 'serap', 'telur', 'hasil', 'ternak', 'paket', 'bansos']",15,Positif
"['kemarin', 'pasar', 'subang', 'informasi', 'harga', 'telor', 'pintu', 'kg']",4,Positif
"['harga', 'telor', 'rp']",3,Positif
"['nama', 'barang', 'telur', 'asin', 'sarwosari', 'segera', 'mungkin', 'kode', 'barang', 'harga', 'isi', 'butir']",4,Positif
"['nama', 'barang', 'telur', 'asin', 'sarwosari', 'original', 'kode', 'barang', 'harga', 'isi', 'butir']",2,Positif
"['harga', 'telur', 'ayam', 'lambung', 'walaubagaimanapun', 'dapat', 'isi', 'rumah', 'kekal', 'turun', 'akibat', 'pandemik']",15,Positif
"['malendra', 'mana', 'ributin', 'indibauk', 'malam', 'ku', 'ajak', 'main', 'harga', 'latencynya', 'asa', 'ken', 'ngajak', 'gelud', 'lambat', 'sebentar', 'diceplokin', 'telor']",11,Positif
"['daftar', 'harga', 'butuh', 'pokok', 'jabar', 'pekan', 'senin', 'september', 'daging', 'telur', 'ayam', 'turun']",2,Positif
"['daftar', 'harga', 'butuh', 'pokok', 'jabar', 'pekan', 'senin', 'september', 'daging', 'telur', 'ayam', 'turun']",2,Positif
