"score","text","klasifikasi"
0,"pgn masak harga cabai banget gajadi laaaa","Netral"
0,"cabe seuprit harga bumbu bawang segitu","Netral"
0,"harga cabai rawit merah pasar tradisional dki jakarta merangkak","Netral"
0,"harga cabai rawit merah pasar tradisional dki jakarta merangkak","Netral"
0,"harga cabai jenis kribo rp ribu kg rp ribu kg ismail","Netral"
-1,"kayaknya sukses kebon cabai sedih harga cabai beli apapun sambalnya pedes dikasihnya segabisa makan pedes pedes tidak ada uang lidah","Negatif"
0,"bnr banget geprek dkt rumahku enakkk banget gamau harga ttp laris cabe didikitin seuprit","Netral"
0,"tibatiba mikirin harga cabe","Netral"
0,"bund harga cabe","Netral"
0,"pekanbaru harga cabe merah bukittinggi rp ribu rp ribu kilogram","Netral"
0,"main petani malam harga cabe","Netral"
-1,"harga cabe asam lambung","Negatif"
-2,"mei temanku kebun cabe merahnya dibakar gara dipanen menunggu harga turun kg marah","Negatif"
0,"harga cabe soalnyag","Netral"
0,"yaallah harga cabe bae","Netral"
-1,"dirumah planning pasar beli giliran pasar pas harga cabe kg otak blank dasar emakemak denger harga dikit olenggggg","Negatif"
0,"harga cabai ciamis signifikan persen","Netral"
0,"bakso gapeduli harga cabe tetep mempertahankan resep sambel cetarnya pentol cabenya","Netral"
0,"internet turun harga cabe","Netral"
0,"harga cabai rawit hijau inhil persen","Netral"
0,"harga cabe rawit hijau petani ditempatku diangka rpkg menjelang imlek","Netral"
0,"musim hujan harga cabai pasar jatimuyo rp","Netral"
-1,"pedas harga cabai rawit kota serang lipat","Negatif"
0,"minggu diam rumah cilok goang bibir dower harga cabe beli kg beras lebih baik beli beras nyauntung suka bercocok tanam rumah tanam cabe strobery kurma mentoa jeruk coklat tomat bawang dan lain-lain","Netral"
0,"harga cabe harga lnte","Netral"
0,"hemat ibuku harga cabe","Netral"
-2,"mamang tukang sayur jahat peka songpol harga cabe songpol nekat beli kg kasih undangan mamang tukang sayurnya sedih bersanding songpol dalem hatinya lope lope lope","Negatif"
0,"pas milih bombai random ngajakin gosipin harga cabe kerasa vibes kompleknyaaa hahahaha","Netral"
0,"bertahan hidup harga cabe daging","Netral"
1,"porang alternatif beras harga cabai bawang dan lain-lain turun forex ajalah stabil matur suksme","Positif"
-1,"survei catat harga cabai inflasi persen","Negatif"
-1,"survei catat harga cabai inflasi persen","Negatif"
0,"harga cabai rawit pasar sawahlunto merangkak","Netral"
0,"harga daging sapi cabe dagang","Netral"
-2,"janjijanji doang doyan pencitraan korupsi ulang nutupi utang barangbarang mahal harga wajar murah cabecabean pasar suara milenial","Negatif"
-1,"harga kunjung petani kopi alih tanam kol cabai kentang coid","Negatif"
0,"appa kaget pas amma uang belanja lebihin krna harga cabe","Netral"
0,"apaaa harga cabe","Netral"
0,"ngeluh harga daging harga cabe naek pokoknya ngeluh turunin harga didlm otak kepikir peternakpetani kaya bergelimang harta ngeluh wktu harga protes wktu hargaturun bela peternakpetani","Netral"
-1,"harga cabai setan kota pagaralam berangsur normal","Negatif"
0,"harga cabai pasar klandasan kota balikpapan bertahan harga rp ribu","Netral"
-3,"kemarin harga labu siam anjlok banget berton hasil panen dibuang sajahari harga sawi putih rpkg ongkos pekerja mencukupi harga cabai","Negatif"
-3,"purnomo homan djingan bingung nawar harga murah faktor barang diomelin beli cabe cabe mahal diserang hama gagal panen","Negatif"
0,"pantauan harga bahan pokok cabai rawit melonjak cabai merah kriting turun","Netral"
0,"harga cabe hijau pekanbaru rp ribu rawit bertahan rp ribu kilogram","Netral"
0,"harga tempe bawang cabe mahal komoditas","Netral"
0,"sambel pedes harga cabai","Netral"
0,"catatkan belanja harga cabe kebutuhan pasar kaya hilang musim sayuran produksi rendah kebutuhan dapur kaya elpiji gula minyak goreng bumbu habis","Netral"
0,"tol bpjs tempe daging cabe telur hargaharga rakyat ngelus dada","Netral"
0,"bpjs tempe cabe telur daging hargaharga rakyat ngelus dada","Netral"
0,"dampak pompom saham bu dampak harga cabe rawit menjulang harga daging sapi ikutan mahal","Netral"
-1,"coba ngedm lebih baik ngurusin harga pasaran cabe anjing sambel males banget beli cabenya mahal gimna jempol sambel pedes cabe manapun nama sambelnya sambel neraka jahanam canda sambel","Negatif"
0,"bumbu dapur mantan cabebawang nyaingin harga daging sapi","Netral"
-2,"ku hantam kepalanya belanja pasar sok emak belanja iritin pulang bawa bawang cabe tomat tempe doang curhat harga pusing masak","Negatif"
0,"harga cabai rawit pasar tradisional kabupaten sumenep kian akibat hujan menerus ans","Netral"
0,"harga cabai rawit rp ribu kilogram jak pembeli harga cabai rawit","Netral"
0,"kayaknya ijk sensi ayam penyet bang jarwo harga siang beli ayam cabe ijo bakmi golek dateng cabe ijo ayam","Netral"
0,"harga cabe bund","Netral"
0,"beli cabe teman said bangkeut warung beli dins harga cabe tertawa tolong gess","Netral"
-1,"harga cabe emg mie ayam bakso jualan dkt rumah sambelnya dicampur bon cabe","Negatif"
2,"seandainya harga daun bawang mencukupi harga ayam bawang cabe nutup usaha mencari untung buntung","Positif"
0,"harga cabai daerah menembus rp ribu kilogram kg diprediksi februari","Netral"
1,"hidup jogja makan ayam geprek solo geprek kumlot nasinya ambil cabenya nembung brapa pas harga cabe cabe menentukan harga solo menyalahi kaidah ayam geprek jogja","Positif"
0,"harga sembakocabe cabean bpjs semoga gaji ikutan aamiin","Netral"
0,"harga cabe naek latah ikutan mie instan","Netral"
0,"harga cabe wkek","Netral"
0,"bule harga cabe harga batagor indonesia ribet ribetin ulah banyak bicara singa betina main main bali gigit leak mampus","Netral"
-1,"bingung harga bon cabe","Negatif"
1,"jantungan habis nyelem selkor harga pc uda kaya harga cabe pasar","Positif"
0,"harga cabe","Netral"
-1,"ditambah musin ujan hasil panen gagal harga cabe bawang","Negatif"
0,"harga cabe pasar baturaja rp ribu pembeli ngirit","Netral"
0,"dunia pician kayaknya harganya harga cabe harga pici","Netral"
0,"diakumulasi konsumsi cabai setahun unam ganyampe kg harga cabe naikturun gada pengaruhnya","Netral"
0,"harga cabe","Netral"
0,"harga cabe bawang telor mahal","Netral"
-1,"harga kedelai cabai rawit cirebon menjerit","Negatif"
0,"harga cabe","Netral"
-1,"musim hujan petani gagal panen harga cabai pasaran","Negatif"
0,"fess gatau harga cabe turun makan","Netral"
-1,"musim hujan petani gagal panen harga cabai pasaran","Negatif"
0,"iyah harga cabe mahal","Netral"
0,"chat pagi bles harga cabe rawit","Netral"
-1,"kabar cakep sibuk ooh pandemi gini kerjaankuliah aman ngomong-ngomong psbb harga cabe sambel bawang pke mercon tikus penasaran rasanyamain kesini bertemu","Negatif"
0,"harga cabai rawit merangkak faktor cuaca ppkm penyebabnya via","Netral"
0,"harga cabe bawang merah","Netral"
-1,"harga minyak cabe telur rbkg ceker ayam sekg kepla ayam daging labil nabung boros","Negatif"
0,"harga cabe emak","Netral"
2,"kedelai otomatis harga harga kecap daging ayam cabe nasib nasib","Positif"
0,"harga cabe","Netral"
0,"berani mengurangi kualitas harga cabe harga berubah best seller Cuma miscall terinya kakak tertarik order","Netral"
0,"musim hujan harga ikan cabai pasar induk sangatta kutim","Netral"
1,"belajar menteri pertanian syahrul yasin limpo cabai kedelai telor daging sapi pintar belajar harga bergejolak pas musim hujan nato action talk only","Positif"
0,"gila harga pc juyeon kaya harga cabai rawit","Netral"
-1,"harga cabai merah padang merosot","Negatif"
0,"cabe mahal emg tempe harga kedelai","Netral"
0,"sop tempe harga jagung cabe penyedap segitu jakbar","Netral"
0,"mama ku mahal kalkulasi mamaku belanja pasar daerahku jagung tempe cabe msg sayur sup total mahal bahan harga ayam sosisbakso","Netral"
0,"mahal cabe tempe sm harga pasar kedelai sm cabe naiknya","Netral"
0,"tempe gasampe harga pas cabe beli pasar mager anak kicik capek","Netral"
0,"harga komoditas pangan makassar stabil bawang merah cabai rawit cenderung","Netral"
2,"selamat sore sedulur indonesiapusing harga cabe turunknapa tanam dipekarangan rumahnih buktiny cabe keritingnya suegerr sehat lohkarna pupuk fk megembalikan tanah tanah organik suburyuk bercabaicabai","Positif"
0,"harga cabe","Netral"
-1,"pesen ayam geprek cabe harga cabe maks tidak ada uang anj","Negatif"
-2,"harga cabai kepala disperindag kabupaten malang operasi pasar alasannya operasi pasar komoditas gula sembilan bahan pokok","Negatif"
1,"harga cabai jembrana kebutuhan stabil","Positif"
0,"warung deket kos emang mahal harga cabe bawang kaget beli seuprit doang","Netral"
0,"live interview ketua paguyuban pasar grogolan suharjo harga cabai merangkak","Netral"
0,"perasaan turunkayak harga cabe","Netral"
-2,"sedih harga cabe drastis","Negatif"
0,"selesai membicarakan harga cabe tempe langka","Netral"
2,"pupuk temanteman mahal giliran harga cabe diturunin banget petani bahagia petani capek keluarga petani harga bahan pangan murah stabil turunkan harga pupuk","Positif"
-1,"pasar harga cabe rawit merah hijau harga tempe ikan teri medan Cuma miscall asin puter otak naikin harga jualan tetep dikit dak","Negatif"
0,"harga cabai melonjak produksi turun hujan","Netral"
-1,"harga cabe rawit galak ribu kota semarang harga menjelang natal","Negatif"
0,"harga cabai pasar melonjak jakarta teropongsenayan harga cabai pasar inpres jelambar polri jakarta barat melonjak cabai rawit merah harga rp rp rpkg cabai ijo harga","Netral"
0,"harga cabai merah keriting turun cabai rawit rp ribuperkilogram","Netral"
0,"harga sembilan bahan pokok jambi harga cabai merah turun cabai rawit via","Netral"
0,"harga cabe merah harga ikutan turun","Netral"
0,"pasar harga cabai kg kg","Netral"
0,"pedagang harga rawit nikmati kunjungi","Netral"
1,"menteri perdagangan muhammad lutfi maaf harga cabai kian","Positif"
0,"harga cabe","Netral"
1,"judulnya kinda ngerasa subsidi pupuk jaman harto tetep harga bawang cabe","Positif"
-1,"mendag lutfi tegaskan salah harga cabai harga cabai turun kondisi disalahkan menteri perdagangan","Negatif"
0,"harga cabai stok lantaran musim hujan","Netral"
0,"harga petani cabai gigit jari id","Netral"
0,"harga petani cabai gigit jari","Netral"
1,"harga cabe bawang tolongg tukang sayur nimbangnya nimbang emas pass","Positif"
1,"harga cabai mendag lutfi maaf","Positif"
1,"harga cabai mendag maaf ibuibu","Positif"
0,"harga cabai rawit kota makassar mengalami kenaikan lipat","Netral"
0,"cabe harga paktor alam prediksi cabe turun harganya tergantung pasokan pasar lokal","Netral"
0,"inget harga cabe","Netral"
0,"hero harga cabe rugikan sapa untungkan sapa","Netral"
-3,"harga pangan ayamtelor ayamcabe jualan terkena dampak covid ditimpa bahan baku belanja mahal daya beli menurun sedih","Negatif"
-1,"harga cabai kasihan","Negatif"
2,"suka pedes semenjak harga cabe makanan masak pedes","Positif"
0,"harga selangit rakyat terjepit ditengah covid pks sesalkan fluktuasi kenaikan harga cabai daging sapi","Netral"
0,"pedesan ceker yak harga cabe","Netral"
0,"resiko emak emak mikirin harga bumbu gakan kelar solusinya mari bercocok tanam cabai","Netral"
1,"kedelai harga daging sapi cabai kompak melejitnya harga pangan menyulitkan masyarakat","Positif"
0,"harga cabai rawit pasar sentral remu kota sorong provinsi papua barat sepekan mencapai rp ribu kilogram","Netral"
-2,"hero harga bawang merah anjlok harga cabai merah meroket kg harga kedelai akibatnya harga pejabat kang ketoprak pusing","Negatif"
0,"harga cabe naikanak kelahiran keatas hidup dimana harga harga mahal","Netral"
2,"harga kedelai harga cabai kegemaran masyarakat indonesia tempe cabai nampaknya butuh merogoh kocek menerima kenyataan menikmati menu ukuran tingkat kepedasan semoga makan gorengan cabai barang mahal","Positif"
0,"cabe harga","Netral"
0,"allahhh gra gra harga cabe dimasakin pedesnya pedes mricaaa","Netral"
-1,"idha hrt ribut pencitraan hasil mari tangguangi harga kebutihan pokok merangkak naikjangan ribut kiri kanan kebutuhan pokok harga kedelai harga cabai rakyat butuh","Negatif"
0,"harga cabe rbkg allah kol rbkg kasian tukang gorengan tukang warung tegal","Netral"
-1,"tahi jualan patriarchy matriarchy apalah harga cabe","Negatif"
0,"harga cabai pasar tradisional samarinda berita kaltim","Netral"
0,"harga cabai pasar tradisional samarinda","Netral"
0,"harga cabai pasar tradisional samarinda","Netral"
-1,"sklian makan cabe tempe goreng bik selagi harga kece","Negatif"
0,"harga cabai rawit daerah sumsel rp ribu inews siang","Netral"
-2,"harga cabai domba kol drastis pedagang mengeluh gtgtgt","Negatif"
0,"pedagang kota sorong natal harga cabai rawit rp ribu januari rp ribu kilogram","Netral"
0,"harga daging gapapa tempetahucabai harga pusingnya ampun warung tegal murah tempe gorengsayurtahu bulat murah cabai tahan masyarakat cabai","Netral"
0,"harga cabe dipasaran melonjak kabar cabe caben murah candaa murah","Netral"
0,"paksudah membidangi dunia cabecabeanuntuk turunnya harga","Netral"
0,"harga cabai rawit tanah bumbu melonjak sabtu januari","Netral"
-1,"harga ndah ngakalinnya ndah pusing banget pedesnya pakai bon cabe ndah","Negatif"
0,"musim penghujan harga cabe jatim merangkak","Netral"
0,"harga cabai sorong rp rp","Netral"
-1,"id petani rugi harga cabe turun harga cabe turun permintaan cabe pasaran harga","Negatif"
0,"musim hujan harga cabe jatim merangkak","Netral"
0,"harga cabai kendari persen","Netral"
0,"mama ngedumel melulu harga cabe","Netral"
0,"harga cabai daging sapi","Netral"
0,"tempe harga cabai daging sapi selesai harga tempe tingginya harga kedelai masyarakat indonesia dihadapkan komoditas menanjak cabai rawit merah","Netral"
0,"polri harga cabe daun gini pembeli warung massambelnya banyakin","Netral"
1,"suka kikil cabe emang harga tempe huhu","Positif"
0,"harga cabai jengkol fix puasa makan pedes semur jengkol","Netral"
0,"harga cabai daging sapi","Netral"
0,"gaiiisss harga cabai melonjak","Netral"
0,"harga cabai keriting labuan signifikan diduga dampak banjir","Netral"
-2,"harga cabai rawit sorong pedas drastis","Negatif"
0,"pasokan harga cabai rawit persen kota cimahi","Netral"
1,"ngalamin kemarin kepasar beli cabe rawit merah asli segenggam doang harga segitu goceng","Positif"
-1,"azis harga cabai mengalami lonjakan kebutuhan pokok minyak goreng beras tempe","Negatif"
-1,"harga cabai tomat drastis musim hujan","Negatif"
-2,"tidak apa-apa jual sedih harga cabai tertawa canda pakbu jual","Negatif"
-1,"harga cabe rawit malang persen","Negatif"
-1,"pecinta pedes harga cabe menangis oknum ngecat cabe","Negatif"
0,"deisikseu iyah garagara harga cabe nanem nongolnongol cabe","Netral"
-1,"kemarin pusing banget harga cabe tempe naiksoale suru belanja melulu sm mamak","Negatif"
0,"harga cabe gini cabe","Netral"
0,"harga cabai daging sapi","Netral"
-1,"intensitas hujan petani kelabakan harga cabai malang persen","Negatif"
0,"harga cabai kaget petanidalam hitungan jam kadang naikturun puluhan ribu","Netral"
-1,"pedagang usaha bertahan kehilangan konsumen video harga cabai siasat pelaku usaha","Negatif"
0,"harga cabai grobogan mencapai persen fokus","Netral"
0,"rahsunji harga cabe pasar senin harga","Netral"
0,"harga cabai rawit pasar pontianak signifikan","Netral"
0,"harga cabai kota bandung persen disdagin akibat cuaca","Netral"
0,"isi sepuluh seribu tempe berani harga cabai","Netral"
0,"harga cabe adik boros belanja ehehe","Netral"
0,"musim hujan harga cabai pemerintah mengantisipasinya jauhjauh","Netral"
0,"harga cabe bawang putih langka","Netral"
0,"harga kedelai mahal masyarakat dihadapkan harga cabai rawit merangkak","Netral"
0,"harga cabai banjarmasin rp kg persen","Netral"
0,"ngoyo menang giveaway habis dana serologi antigent isolasi mandiri dan lain-lain dan lain-lain harga cabe","Netral"
0,"jujur pecinta makanan pedas sedih harga cabe canda cabe","Netral"
0,"tidur bangun tidur beritanya oknum aggota dpr senang video porno bem ui belain fpi kecewa kopad kopid tiada henti kinitokoh tua religius cerai kawin lagiharga tempe cabe berita bagusaku dengar","Netral"
-2,"bisnis harga cabai rawit merah pasar rp ribu kilo tempe cabailalu kabarnya mentan rakyat susah dibikin susah","Negatif"
0,"strowberi cabe sawi daun bawang harga cabe ttp makan pedes","Netral"
0,"harga cabai denpasar mencapai rp kilogram","Netral"
-2,"harga cabai merangkak kondisi dimanfaatkan pedagang mengumpulkan cabai kondisi rusak hasil sortiran rusak cabaicabai diburu konsumen simak informasi selengkapnya morning pagi kamis januari wib","Negatif"
0,"harga cabai allah","Netral"
0,"harga kedelai harga cabe beli gejrot goceng dapetnya semana suw","Netral"
1,"harga cabe mahal harga kedelai tempe goreng sambel bawang makanan favorit ku","Positif"
0,"harga cabe beli emak ku isi sesi ceramah","Netral"
0,"bercandaan ibuk sambat harga cabe ibukku besok cari suami petani masak tinggal petik tinggal panen nanem sayursayuran","Netral"
-2,"giveaway yibo cipok scene tidak apa-apa santuy jiejie nikah baby harga cabe dahlah hidupku kebanyakan dosa emang","Negatif"
-2,"panik menghadapi harga cabe gilagilaaan masak ceban sambel doanggg","Negatif"
0,"masyaallah harga pc harga cabe","Netral"
-1,"sakit hati denger harga cabe daging ayam denger hilang jalan","Negatif"
0,"gatau serunya liatin julidin harga cabe sibuk pamerin barang mewah tertawa","Netral"
0,"harga cabe daftar cabe","Netral"
0,"harga cabe pergantian faktor penyebabnya","Netral"
0,"walah harga cabai rawit merah kota cimahi persen","Netral"
-2,"bejakso harga emang gagal musim hujan pohon cabe gampang penyakit","Negatif"
1,"harga cabai keriting tajam tembus rp kg jauya kenaikan harga agen pemasok pulau jawa mematok harga pedagang terpaksa menyesuaikan harga jual","Positif"
-1,"cabe licik pas harganya gini sambel cabenya biji sepedes nyambel pas cabe biji cabe pas harga biji cabe pas harga normal masak pedesnya beda","Negatif"
2,"harga cabai rawit merah meroket pasar tradisional kota depok kenaikan rp ribu rp ribu pasar agung tembus angka rp ribukg perkilo pedagang pasar agung pagi belanja","Positif"
0,"harga cabe rawit pekanbaru rp ribu kilogram","Netral"
0,"langganan ane ttp harganya ukurannya perkecil ane paham kondisinya harga ukuran ttp harga ttp ukuran perkecil ane makan penyet tahutempe harga cabe rawitnya","Netral"
0,"pemicu harga cabai bawang pasar tradisional makassar","Netral"
0,"petani banyuwangi diuntungkan harga cabai pasaran kendalanya kondisi cuaca menentu mengakibatkan hasil produksi cabai milik petani banyuwangi maksimal","Netral"
0,"harga cabe tempe kemanaaaaa","Netral"
-3,"setahun setahun pasaran panene cabe melonjak harga jatuh petani rugi bersamaan harga komoditas melonjak kedelai hasil panen dibuang petani menanam cabe harga","Negatif"
-2,"harga cabe ribu perkilo kalang kabut masyarakat lapisan inisiatif menanam cabe tanaman rumah tangga pastunya petani besarbesaran tanam cabe","Negatif"
0,"harga cabai kabupaten polewali mandar sulawesi barat meroket harga cabai rp kilogram rp kilogram","Netral"
-1,"harga cabe merah harga saos pedas","Negatif"
0,"herianto mentri persayuran turunya harga cabai kedelai kong paham","Netral"
0,"wes alami jogja karo solo makan sekeluarga istri anak cuman habis sehari masak alias jajan wowkwkekw msak sayur thok ro ulam ayam isoh nggo wkwkwkw beda harga cabe","Netral"
0,"efek cabenya dasar dapur cabe harga dikurangin mulesmules","Netral"
-1,"cabai rawit merahkedelai barang mahal pasar induk kajen harga bertahan sebulan cenderung mendekati nataru","Negatif"
-1,"berganti harga cabe libur makan pedas","Negatif"
0,"ngeluh harga kebutuhan sayuran cabe ngehargain profesi petani","Netral"
0,"harga cabai kedelai","Netral"
-1,"ngerasain efek harga cabe informasi terkini tempe susah ginigini","Negatif"
0,"yaps pas harga cabe menanam cabe panennya barengan supplynya demandnya harganya turun","Netral"
-1,"sedih harga bawang cabe","Negatif"
0,"harga cabecabean","Netral"
0,"pantes semalem pesen penyetan pedes harga cabe banget","Netral"
0,"harga cabai pasar kuala kapuas merangkak","Netral"
-2,"isu harga daging cabe tempe ikutikutan susah nyarinya kondisi sulit gini pas nemu tempe excited","Negatif"
0,"kampung pas petani cabe lombok harga melambung gini rejekinya panen daftar haji sekeluarga dibayar lunas antri beli mobil","Netral"
0,"berita harga cabe tv kayaknya endemic indonesia","Netral"
-1,"harga cabai rawit kg selengkapnya klik link","Negatif"
1,"giliran harga cabai kebingungan nurunin harga secepatnya kemarin pas harga kg kebijakan dimana pupuk subsidi pestisida mahal","Positif"
0,"harga petani cabe sejahtera","Netral"
0,"cabe mahal tempe harga fix tempe geprek meroket","Netral"
0,"harga cabe bund","Netral"
-1,"sedih harga cabe","Negatif"
-1,"harga ayam telor turun harga sayuran cabe menggila tempe harga kedelai cenah","Negatif"
0,"abdi bangorejo harga cabai rawit pagi harga cabai rawit rp ribu pasar pedotan bangorejo nit","Netral"
-1,"cabe harga pusing jual","Negatif"
-2,"harga cabai sekutunya listrik wowpadahal kurangi aktivitas pemakaian ngritik kebablasan delik walah wakonde wakonde nestapa korupsi pesan hukuman garis lurus dihajar","Negatif"
1,"cuman buibu harga cabai rawit pasar mencapai kkg ribu dapatnya seencrit bunda bersyukur gwe awalannya sembilan bahan pokok uang kos gaji gwe","Positif"
-2,"pas emak larang makan pedes takut sakit harga cabe kg","Negatif"
-1,"saking sibuknya berita gisel lupa harga cabe","Negatif"
1,"turun turun kaya harga cabe","Positif"
0,"apalan wae eta harga cabe","Netral"
-1,"harga cabe bund sekarangudah berasa rumah tangga pandemi","Negatif"
1,"harga cabe rawit drastisss berpengaruh pecinta pedes stok cabe buanyakk","Positif"
0,"mayankyk harga cabe merah meroket","Netral"
-1,"khoz tempe bu cabe rawit gilaan harga terung harga pusing keliling bu usaha penyetan harga","Negatif"
-1,"minggu harga cabai persen pasar kota batu","Negatif"
1,"sah jualan smua cabe ayam tempe harga dinaikin porsi dikurangi pelanggan auto minggat","Positif"
0,"konsumsi pribadi jarang banget pakai cabe bon cabe dan lain-lain mencari pedes denger jualan ngeluh harga cabe","Netral"
1,"pasca harga komoditas cabai merah jengkol pasar tradisional loji kecamatan tegalwaru karawang persen baca berita selengkapnya","Positif"
-1,"habis cabe minggu tahutempe langka kabarnya harga kedelai kosong pasar tergantung kedelai amrik kedelai impor murah kedelai lokal stop mengekspor kedelai tiada tempe kecap","Negatif"
0,"harga cabe makanin pedespedes","Netral"
0,"harga cabai naikakan mempengaruhi konsumsi sambal interaktif","Netral"
-1,"bau melonjak harga cabe semoga tertangani","Negatif"
0,"harga cabe","Netral"
0,"diawali harga telor cabe tempe langka","Netral"
0,"harga cabe ayam telur ya sudah rapopo harga tempe patah hatiiiii makanan favorittt","Netral"
-1,"panen berkurang harga cabai","Negatif"
0,"musim penghujan harga cabe","Netral"
0,"harga cabe","Netral"
-1,"harga cabe pembeli mengeluh emak jualan muter modalnya wkwkwkw","Negatif"
0,"mentansyahrul yasin limpo stok harga aman terkendali harga janda bolong juta harga kedelai harga cabai rawit harga telur ayam harga daging ayam harga daging sapi harga bawang harga beras cek harga pasar rutin pas siuman","Netral"
-2,"harga kebutuhan pokok malang cabai rbkg cabai rbkg cabai keriting rbkg sayuran lipat harga normal tempe sekotak skr petani gagal panen ekonomi rakyat","Negatif"
0,"yok ngecostplay cabecabean senin bund harga","Netral"
0,"lapor komandan pertanian kabar pasar harga tauge lipat harga normal rupiahkg harga cabai rupiahkg laporan selesai","Netral"
-1,"ditambah ekonomi rakyat down phk harga kebutuhan pangan tajam gula jawa rupiah rupiah cabe kilo dipasar penjahat kelamin solusinya dampaknya rakyat","Negatif"
-1,"harga pokok tolong stabilkanpak cabe kg rbu bawang putih bawan merah sayuran kol timun semuaya pandemi pusing umkm","Negatif"
0,"iyaya nikah aduh gatau kik mendengar harga tempe taunya cabe ku kirimin tempe","Netral"
-1,"harga tempe penjual sayur tinggal dikiiit banget tempe daun sebaskom penuh telur induknya cabe aduh besok pengen tempe penyet","Negatif"
0,"berita harga cabe pagi dikasih tempe tukang nasi uduk orek","Netral"
-1,"topik malam mama ngomel gara harga cabe cabe dipylox merah","Negatif"
-1,"pedagang pasar kabupaten banyumas menemukan cabai dicat merah pelaku mengaku tergiur harga cabai mengecatnya cat semprot via","Negatif"
-1,"harga cabe mahal ditambah berita harga tempe kedelai balada emak auto sedih","Negatif"
0,"ajah yadimasa pandemi daya beli menuruntpi harga cabe kedelai tajamorg phkbpjs","Netral"
-1,"pedagang pasar kabupaten banyumas menemukan cabai dicat merah pelaku mengaku tergiur harga cabai mengecatnya cat semprot","Negatif"
-1,"sedih tempe langka cabe harga dipilox","Negatif"
0,"seru menyenangkan buktinya harga bahan masakan cabe merah bujug naiknya seperapat beli","Netral"
0,"kabar ayam geprek harga cabe nambah cabe bayar","Netral"
0,"harga cabai tembus guis cabai kebagian harga kkilo dom jaksel","Netral"
0,"harga cabe tukang sayur beli minimal harga beli","Netral"
0,"selamat pagi indonesia kebutuhan pokok merangkak harga cabe gila segila cabenya tempe langka harga dasar kedelai rakyat teriak","Netral"
0,"harga tempe telur cabe polri maklumat stabilkan harga","Netral"
0,"mmm gatau emang lebaran sm harga bahan pokok cabe kkg kkg ckckk cabe dicat kayu merah","Netral"
1,"dikejoetkan naiknya harga bahan pokok cabe ayam sayuran tempe daun hebat","Positif"
0,"harga cabe merah rawit merah kkg harga jual petani cabe kkg mudahan pas harga melambung kkg pasar barubekasi harga jual petani","Netral"
0,"harga cabe emak meradang","Netral"
0,"mikirnya harga cabe harga pc ikutan","Netral"
1,"harga cabe kemarin omongam pedes heran","Positif"
1,"tribun jogja disperindag yogyakarta harga bahan pokok stabil kecuali cabai harga signifikan","Positif"
1,"disperindag yogyakarta harga bahan pokok stabil kecuali cabai harga signifikan","Positif"
-3,"harga cabai tingkat konsumen petani menutup kerugian akibat penurunan harga pandemi covid","Negatif"
-2,"jago banget harapan palsu isu gini menyebabkan harga bawang cabe tomat dan kawan-kawan signifikan aduh","Negatif"
-1,"jabodetabek harga tempetahu pekanbaru harga cabe merah menggila","Negatif"
0,"harga cabai ribu sekilo skrng sekilo hadehh","Netral"
0,"cabe rawit dipilok merah harga jualnya","Netral"
0,"harga cabai bawang terpantau signifikan","Netral"
0,"fess kemarenan papaku jual cabe rawit bandar sekilo masaa kemarenan harga cabe","Netral"
0,"harga cabe anjrot","Netral"
