"score","text","klasifikasi"
0,"cek emaku telur asin salted egg tabur harga rp dapat shopee","Netral"
1,"stabil harga tan pns rajin konsumsi telur ayam","Positif"
0,"harga telur ayam turun daerah sebab ternak","Netral"
-1,"harga telur anjlok ternak wilayah serap bumn","Negatif"
-2,"bumdes sembungjambu sedia paket sembilan bahan pokok murah dusun jumat september harga paket rp isi paket beras kg minyak goreng liter gula kg telur kg air mineral liter","Negatif"
0,"gila harga telur ayam terjun bebas rp ribu kilo","Netral"
-2,"tempat level rendah harga telur ayam anjlok daerah indonesia dki jakarta gin harga","Negatif"
-2,"tempat level rendah harga telur ayam anjlok daerah indonesia dki jakarta gin harga","Negatif"
-1,"ternak layer malang jawa timur kholiq ternak layer kendala proyek bantu proyek harga telor anjlok","Negatif"
-1,"wawancara ternak layer malang jawa timur kholiq kait nasib ternak harga telor ayam anjlok lengkap fm profesional rri amd","Negatif"
-1,"harga telur ayam anjlok daerah indonesia dki jakarta","Negatif"
0,"gara gatau harga telor","Netral"
-1,"harga anjlok bumn klaster serap telur ternak","Negatif"
0,"strategi tan stabilisasi harga telur ayam ras","Netral"
0,"strategi tan stabilisasi harga telur ayamras","Netral"
-2,"yahudi takut jenguk harga telur masin","Negatif"
0,"strategi tan stabilisasi harga telur ayam ras","Netral"
0,"strategi tan stabilisasi harga telur ayamras","Netral"
0,"barang grocery harga je eiii ayam pom mahal telur ponnnnn","Netral"
0,"komoditas alami turun harga telur ayam broiler cabe rawit hijau","Netral"
-1,"full harga jagung lambung telor hempas presiden protes ibf tvone","Negatif"
0,"tan stabilisasi harga telur ayam ras","Netral"
0,"ayy harga telor kilo","Netral"
-2,"nasi goreng pagi nasi goreng petang beza je telur ikan bilis pagi harga rm petang rm","Negatif"
-1,"harga jagung murah tani sengsara harga jagung mahal ternak teriak harga telor mahal rakyat protes","Negatif"
0,"kemarin pinggir jalan jual telur kilo kaget kirain bogor harga murah banget baca berita harga telur jatuh banget kasi jual","Netral"
-2,"kng bangkrut minggu minggu dpn bayar pakan harga pakan prod harga telur turun berbulanbulan pakai uang nombokin pakan cash habis kang punteun ironi ternak","Negatif"
-2,"ayam geprekan duniawi suka terong ganti ayam boneless telor orak arik terong panggang terong kemul timun bowl higienis harga kenyang bahan fresh box sayur metik kebun hidroponik blkg","Negatif"
1,"tan toko tani coba bantu serap telur harga sesuai","Positif"
3,"fess makan kenyang banget kenyang banget semalem makan campur telor sayang harga ramah kantong mhs missqueen seperti","Positif"
0,"harga jagung lambung telor hempas puas lemass","Netral"
1,"pempek radial asli palembang pempek lem telor lenjer ada lenjer kulit paket harga jangkau minat order dm","Positif"
0,"harga telur emang turun teman","Netral"
0,"harga jagung tingkat tani pas pupuk pupuk non subsidi turun tekor petan harga telur turun harga jagung salahin kuat beli jagung kurang ternak","Netral"
2,"yakalo jual wajar bahan pangan mahal jaman effort dikit kasih ayam telur kasih harga ttp bayar harga dimurahin isi nasi saos","Positif"
-1,"kemarin berita ternak telur buang buangin telur harga pasar anjlok cek ombak cengang kilo rebu suka telur syukur sisi sedih","Negatif"
0,"lucu digit followersku turun dh kyak harga telor turun","Netral"
0,"perintah naikin harga telur kasiab rakyat ternak huhu","Netral"
0,"bolak daya beli rakyatklo ken daya beli mulyakan petanimasalah ternak ngeluh harga jagung mahal harga telor hasil murahdri ternak rugidi jual mahal pasar sepicoba ngeluh","Netral"
2,"harga telor murah ayo beli menu sarap pakai telor menu favorit telor tomat orakarik bikin gampang cepat resep masak temu youtube","Positif"
-3,"yin alghozali grg harga telur kandang ayam telur berat cak harga jual bawah hpp ternak keluar uang subsidi pakan ternak support ternak","Negatif"
-1,"yin alghozali september harga telur kandang grg","Negatif"
-1,"harga jagung lambung harga telur hempas presiden protes tv one mukidor percaya","Negatif"
0,"harga telur murah","Netral"
0,"harga jagung turunnin harga telor naikin","Netral"
0,"ktna produksi jagung solusi stabilisasi harga pakan telur","Netral"
1,"rekomended deket tinggal malang harga only pakai telor cepat sen auto habis mie ayam asli","Positif"
-2,"suroto ternak ayam blitar aksi protes presiden jokowi mahal harga jagung rugi harga telur anjlok harga jagung turun nasib ternak simak indonesia business forum jam wib tvone","Negatif"
1,"harga telur anjlok bagi gratis","Positif"
0,"ternak ayam telur wilayah malang jawa timur paksa afkir ayam produktif harga telur ayam anjlok alami naik","Netral"
0,"dagang saing harga gilaaaa jual telor kilo grgr kompetitor stress","Netral"
-2,"suroto ternak ayam blitar aksi protes presiden jokowi mahal harga jagung rugi harga telur anjlok harga jagung turun nasib ternak simak indonesia business forum jam wib tvone","Negatif"
1,"harga telur ayam kota cimahi terjun bebas ekstrem pasar antri","Positif"
-2,"suroto ternak ayam blitar aksi protes presiden jokowi mahal harga jagung rugi harga telur anjlok harga jagung turun nasib ternak simak indonesia business forum jam wib tvone","Negatif"
0,"harga telur ayam turun rp kilogram","Netral"
1,"presiden hak tolak intervensi hak dengar nurani harga telur sembilan bahan pokok laksa vaksin dan lain urus bantu jokowi hadir untk ide maju bangsa keluh rakyat","Positif"
-1,"guis open order ekado isi telur puyuh balut daging ayam isi mozarella harga kpack pcs dom malang ongkos kirim via shopee mesan dm","Negatif"
-2,"harga telur ayam rp ribu kg ternak ayam wilayah malang rugi","Negatif"
0,"harga telur turun pakan ternak ayam ponorogo jerit","Netral"
-3,"atas harga pakan dpr kemendag gegabah impor jagung rapat komisi dpr menteri dagang mendag luthfi panas bahas jerit ternak anomali harga telur anjlok saat har","Negatif"
0,"keluh ternak ayam telur harga telur anjlok harga pakan lambung temu titik terang","Netral"
0,"murah banget pakai telur harga segitu","Netral"
-2,"suroto ternak ayam blitar aksi protes presiden jokowi mahal harga jagung rugi harga telur anjlok harga jagung turun nasib ternak simak indonesia business forum jam wib tvone","Negatif"
-2,"harga telur ayam garut anjlok ternak rugi","Negatif"
0,"zaman pas lebaran natal harga telur gula tepung covid","Netral"
1,"harga rabu telur ras telur pyh telur arab tlr bbk kng tlr bbk mrh afkir kg jagung katul center ptjatinom indah agri","Positif"
-1,"harga telur anjlok sulsel syaharuddin alrif pimpin rapat cari solusi usaha ayam potongpetelur","Negatif"
0,"boro diskon besar harga daging ayam tomat telor murah neng turun ribu","Netral"
1,"selasa inayat maslihah luhkan kabbanyumas kolam bp hamid ds kutasari damping panen telur gurami pijah kolam tanah butir luas kolam size panen telur harga rp butir bptegal","Positif"
-1,"harga telur anjlok ribu ayam paksa puasa","Negatif"
0,"harga telur ayam ras turundrastis","Netral"
-1,"kljabodetabek gakmcocok gerus usaha mobil ygbada ygnsdh standart gaji tki tpkldiluar jabodetabek tebruka lebar apaalgi daersh tk sejahtera rendah harga telur makasimal ribu","Negatif"
-2,"harga telur anjlok ternak ayam kota malang","Negatif"
-1,"harga telur anjlok agen dagang ecer dampak","Negatif"
-1,"jagung output harga telur ayam anjlok","Negatif"
-1,"video harga anjlok ternak simpan telur","Negatif"
0,"harga telur kg","Netral"
3,"permisi numpang lapak open pastel isi kentang wortel bihun telur matang harga pcs minimal order pcs kirim mesan kirim jakarta timur dm terima kasih","Positif"
1,"bumbu rendang pakai rendang daging ayam telor paru dan lain konsumsi isi pertoples gede rasa harga rp toples proses buat kering tahan hangat suhu ruang bahan awet order dm","Positif"
-3,"nasi kuning deket rumah harga isi nasi telor suwir orek tempe kacang sambel nasi kuning kantor harga isi nasi telor bulet paro orek tempe sambel","Negatif"
-1,"harga telur ayam anjlok inilahpenyebabnya","Negatif"
1,"pempek radial asli palembang pempek lem telor lenjer ada lenjer kulit paket harga jangkau minat order dm","Positif"
0,"ayam harga telur harga minyak harga dapat bulan naiknaik","Netral"
-2,"harga telur ayam anjlok ternak malang paksa afkir","Negatif"
-3,"ternak ayam telur keluh anjlok harga telur pasar merosot anjlok harga telur ayah banding balik harga pakan ayam alami naik","Negatif"
0,"james corden harga album merchandise bts dsb lipat telor kinder joy fans","Netral"
1,"jagung mmg panen harga lumayan mahal kg hajat telur jual stock limpah otomatis harga turun","Positif"
-1,"harga telur anjlok","Negatif"
4,"suroto kemarin kompas tv telur hrgnya turun pdhll bantu kasih jagung gratis ngeluh inovasi untung jagung srh turun harga renang dikolamairnya kuras","Positif"
0,"harga telur ayam fluktuatif","Netral"
0,"tolong jenguk jenguk harga telur ayam lambung","Netral"
-1,"total keluar makan nasi telor penyet mie ayam tetelan porsi jumbo martabak keju nasi ayam geprek telor sop es kakak perempuan makan harga murah","Negatif"
-2,"milih nasi goreng pakai telor porsi toppingnya lengkap porsi segitu harga mie ayam","Negatif"
-2,"ternak telur sukabumi keluh harga jual rp awas nakal","Negatif"
-2,"harga telur anjlok rumah zakat borong telur ternak","Negatif"
0,"pdhl nambahin duit harga normal telur gin langgan habis stock","Netral"
0,"harga telur ayam tingkat ternak anjlok kabupaten blitar jawa timur harga kilogram capai rp ketua","Netral"
-1,"harga telur anjlok harga pakan burem potret ternak ayam telur","Negatif"
-3,"harga telur majalengka anjlok ternak ayam telur alami rugi kondisi parah mahal pakan","Negatif"
1,"pempek radial asli palembang pempek lem telor lenjer ada lenjer kulit paket harga jangkau minat order dm","Positif"
0,"emmaww telor doang ham menu murah harga normal gasalah emang sekitar","Netral"
0,"harga telur ayam ras pasar tradisional makassar gerak","Netral"
0,"sobat harga telur turun cek informasi harga komoditi","Netral"
0,"geh gx harga martabak telor fransisca deket empat lampu merah kue balok berapaaaan","Netral"
0,"pokok harga jagung harga telur ayam murah harga jagung harga telur ayam kisar ternak ayem perintah cari solusi","Netral"
1,"konsumen neng harga telor murah bangetmayan menu telor untung diem jeblok teriak cabe bawanggulaminyakberas just itati ngumpulin dana impor nimbun","Positif"
0,"harga telur ayam ras pasar tradisional makassar gerak","Netral"
-3,"harga telur ayam anjlok ternak kondisi parah titik rendah","Negatif"
-1,"harga telur ayam kejap rm lepas rm rm gred je","Negatif"
1,"open preorder pempek khas palembang produksi palembang asli harga isi telur lenjer ada kulit cuko packing vacuum kirim indonesia link nyusul guis dilike besok rep hihi","Positif"
-1,"guis open order ekado isi telur puyuh balut daging ayam isi mozarella harga kpack pcs dom malang ongkos kirim via shopee mesan dm","Negatif"
0,"harga telur tingkat ternak rp kg","Netral"
1,"semenjak temu suroto ternak blitar baik harga harga telur merosot tajam ternak tahan tolong bantu","Positif"
1,"ternak telur ayam keluh harga telur ayam terjun bebas","Positif"
1,"bojonegoro september kirim harga telur blitar terima kota bojonegoro harga rp sekian terimakasih","Positif"
0,"tenak ggk bersyukurharga telur ggk turun","Netral"
1,"jakarta september kirim harga telur blitar terima kota jakarta harga rp sekian terimakasih","Positif"
0,"nasi ayam goreng kunyitdi nasi ringkas lakuank hari samping ayam dagingampsotong adaharga mahal sikitkalau bubuh telor matatambah rmyasedapanda makan","Netral"
0,"harga telur turun","Netral"
-2,"kasihan ternak telur ayam harga pasar anjlok","Negatif"
2,"presiden jokowi kirim bantu jagung ternak ayam blitar harap subsidi lanjut harga telur stabil kisar rp ribukg","Positif"
1,"harga telur kg rasarasanya komporin ibuk buy dip buy dip keinget telor cepat bosok","Positif"
0,"nx resmi pecah telur all new honda brv harga rp juta kirim cepat januari full fitur honda sensing buru inden","Netral"
-2,"beli telur jelek rumah toko kalijudan rp timbang dapat kg harga kgnya rp normal bayar rp nilep ngenthit rasa sewa rumah toko mahal ambil hak kg telur beli moga sukses","Negatif"
2,"program pangan subsidi stabil harga komoditas pangan beras daging sapi telur minggu","Positif"
-1,"harga telur ayam ras turun daya beli rendah produksi jalan","Negatif"
-1,"kadang susah sebenernya harga normal telur ubah pas belanja agen berani mainin harga","Negatif"
1,"harga telur ayam ras pasar sindangkasih camat cigasong kabupaten majalengka jawa barat turun pekan","Positif"
-1,"dagang telur bansos sembilan bahan pokok picu anjlok harga telur","Negatif"
1,"harga telur kaya roller coaster ubah","Positif"
0,"harga telur kalang ternak ayam telur kabupaten majalengka anjlok rupiahkg sebab banyaknyaa stok telur milik warga bantu sosial jamur ternak ayam telur selasa siang enc","Netral"
-1,"temu presiden jokowi nasib ternak ayam telur susah pakan mahal harga telur hancur","Negatif"
0,"alas ternak harga telur ayam mahal saing ternak sehat korban laku umkm harga mahal lotte grosir indogrosir sejahtera ternak lae ferdinand","Netral"
-1,"lae harga telur tingkat konsumen harga telur tingkat ternak rendah","Negatif"
1,"lae ferdinand harga telur ayam murah bantu toko kue dagang martabak toko martabak dagang nasi uduk milik warung tegal dagang ketupat dsb saing tingkat ternak saing sehat indogrosir lotte grosir","Positif"
0,"harga telur ayam indogrosir kg pusat kulak main peran bantu umkm","Netral"
0,"harga telur ayam lotte grosir meruya baru turun kg kg","Netral"
0,"harga pakai ayamtelur opo pakai paru","Netral"
-1,"harga telur anjlok dagang banting harga via coid","Negatif"
1,"harga telur ayam ras pasar sindangkasih camat cigasong kabupaten majalengka jawa barat turun pekan","Positif"
-1,"harga telur anjlok ternak tutup usaha","Negatif"
-1,"harga telur ayam anjlok imbas harga daging ayam diboyolali","Negatif"
-2,"sebenernya berani tuhan dosa hukum timbang pakai timbang telor warung madura harga indomie goreng offense","Negatif"
1,"harga telur blitar jawa timur naik","Positif"
-1,"nyinggung jagung ton pura peduli tertawa jagung telur harga pasar hancur podo wae","Negatif"
0,"imbas harga anjlok ternak lamongan bagibagi telur gratis","Netral"
0,"ayo harga telur rp kg","Netral"
1,"kapasitanya sat populasi ayam atas ribu sebenernya pengaruh pakan mahal simpel jual ayam nelor butuh telur telur laris harga","Positif"
0,"askrl tang mama pasta harga spagheti nama wortel sawi telur nasi","Netral"
0,"musim demik covid tokey ayam nak billionaire bos top glove harap akak masuk ayam telur senarai barang bantu selagi turun harga ayam harga ssekilo ayam beli tin sardin tin susu gold coin","Netral"
0,"harga telur sengaja bunuh ternak","Netral"
-1,"harga pakan ternak lonjak harga telur ayam ras anjlok inews makassar","Negatif"
-1,"harga pakan jagung nunggu panen jagung tanam jagung ganti tani jagung berontak harga telor turun rembet harga pakan jagung","Negatif"
0,"harga sembilan bahan pokok malaysia cenderung murah banding indonesia gau telorgulaminyak telor kwalitas indo kg isi butir harga ribu tmptku ribu rupiah butir telor suka makan telorskrg negh murah","Netral"
-2,"harga telur anjlok ternak tutup usaha harga telur ayam anjlok","Negatif"
0,"kupang harga telur ribu butir lae","Netral"
0,"produksi telur nasional surplus bang barang limpah harga turun hukum ekonomi bang","Netral"
-1,"dampak ppkm harga telur ayam turun drastis rp kg","Negatif"
2,"new post imbas ppkm harga telur ayam terjun bebas rp kg has been published baca pesan","Positif"
2,"harga telur super market turut suka makan telur beli telur perhati harga telur rakyat ternak rugi harga telur terjun bebas atas presiden turun","Positif"
1,"ternak ayam blitar keluh harga telur terjun bebas","Positif"
0,"presiden jokowi harga kg indogrosir harga jual telur ayam kg toko dapur ngebul presiden jokowi","Netral"
0,"harga telur ayam tingkat ternak blitar baik cenderung turun","Netral"
-1,"buka harga telur ayam indogrosir tahu bawah harga batas ternak","Negatif"
2,"harga telur ayam jual kg bantu toko kue toko martabak warung tegal dagang ketupat dagang nasi uduk terima kasih indogrosir harga telur ayam kg","Positif"
-1,"tan telur daging sayur kedelai terap harga ecer rendah margin sd harga ecer tinggi sd","Negatif"
-2,"hei mbak polisi metro tv berani fitnah menkumham dirjen pas main harga telur ayam anjlok ternak babak bur jaga nasdem beli kg telur ayam beli kg telur ayam jual kg","Negatif"
1,"ku tani jagung ternak ku stabil harga telur harga jagung satu sisi harga pupuk mahal sulit biaya oprasional tani hitung mahal mugo sehat kabeh wes hahaha","Positif"
0,"harga telur peti isi kg rp ecer kg kemarin beli","Netral"
1,"juru bicara presiden jokowi presiden jokowi senang bantu umkm harga telur ayam murah presiden jokowi sejahtera ternak","Positif"
2,"harga telur ayam murah toko jual bahan pokok ucap terima kasih indogrosir lotte grosir bantu umkm toko kue umkm toko martabak harga telur ayam murah bantu umkm dengar manuver politik","Positif"
-1,"indogrosir lotte grosir tolong dengar manuver politik harga telur ayam anjlok ternak babak bur televisi swasta sejahtera ternak pusat kulak bantu umkm toko kue toko martabak","Negatif"
0,"bantu toko martabak indogrosir pikir sejahtera ternak kota bambu ternak telur ayam harga telur ayam kg toko mama jual bantu umkm toko kue toko martabak","Netral"
0,"komoditas alami turun harga cabe rawit merah bawang merah bawang putih ikan kembung","Netral"
0,"dasar pantau harga pasar rakyat kota bandung harga ratarata butuh pokok selasa september komoditas alami naik harga telur ayam broiler cabe rawit hijau","Netral"
0,"coba telur ayam indogrosir murah toko jual murah harga batas ternak indogrosir harga terigu segitiga biru kg murah toko jual terigu segitiga biru kg murah harga terigu curah kg bantu toko kue","Netral"
-2,"industri rumah umkm toko kue industri rumah umkm toko martabak dsb bantu harga telur ayam murah harap indogrosir lotte grosir turun harga telur ayam","Negatif"
0,"harga telur canak ritu gred rm lebihje rm sia pisyang layan ayam kor bakers cottage protein intake","Netral"
0,"senang harga telur ayam murah tingkat jual toko bantu industri rumah umkm toko kue telur ayam jual murah toko toko jual terigu segitiga biru kg murah terigu curah","Netral"
2,"dumdum usaha ayam telur jual telur harga untung kurang harga jagung turun tani tanam jagung petik buah untung minim harga turun","Positif"
1,"pempek radial asli palembang pempek lem telor lenjer ada lenjer kulit paket harga jangkau minat order dm","Positif"
1,"twt mmg telur dadar hehee harga rm je quite okay harga","Positif"
3,"harga pakan jagung lokal diikutu harga ayam ternak telur imbas ternak ayam telur mandiri tetap harga ayam ternak telur non subsidi subsidi dahulu masyarakat mukim kumuh tengah sdgkan masyarakat","Positif"
0,"harga telur turun pemkab sidrap gelar rapatkoordinasi","Netral"
0,"harga telur jeblok ternak blitar sambat jokowi istana","Netral"
0,"harga telor","Netral"
0,"pakai rate harga makan makan itu cari murah banget kecuali kosan nyetok mie telur sayur minggu makan mie instan hari","Netral"
1,"ternak ayam kabupaten blitar jawa timur gundah gulana lantar harga telur jeblok","Positif"
-3,"jokowi bantu ternak beli jagung harga wajar telur murah suroto jokowi bantu pecah hadap ternak harga jagung cenderung harga telur rendah","Negatif"
-2,"ajar ternak ayam kampung telur bebek telur susah ampun siasat pakan harga aneh harga telur turun perintah kendali harga pakan solutip ternak mula kapok ternak","Negatif"
-4,"harga telur gantung harga alias terjun bebas wajar efek duit beli pakan pakan susah sisi ternak jual rugi modal alias rugi jual murah","Negatif"
1,"superminimarket emang kualitas beda sm warung beda harga beda kece telur","Positif"
2,"ternak ayam kabupaten blitar jawa timur keluh harga telur ayam turun rp kilogram sesuai biaya awat","Positif"
0,"presiden joko widodo kirim bantu jagung suroto aksi viral bentang poster mahal harga jagung telur murah kunjung presiden jokowi blitar september","Netral"
1,"atur harga laku usaha mandiri tetap batas minimal maksimal harga ayam dsn telur maksimal ribu ribu harga retail masyarakat lindung banget ternak beli","Positif"
1,"import lokal harga sama harga modal subsidi harga jual ayam telur murah ribu ribu sdgkan mandiri harga ayam telur ribu ribu kilo","Positif"
0,"lindung tani jagung lokal dsn ternak ayam telur harga jagung lokal merugijan tani jagung rugi sesuai jual rugi sdgkan ternak harga ayam telur tetap","Netral"
2,"id emak erti politik emak tau harga telor turun harga jagung suka bandingin harga ecommerce nemuin jual jual harga murah tawar","Positif"
0,"blitar ternak ayam keluh turun hargatelur","Netral"
0,"harga jagung ternak telur harga jagung tani","Netral"
1,"harga telur prediksi rp kg jakarta tahan gara daya beli ambruk","Positif"
0,"ko neng harga telur turun abis kemarin mahal banget","Netral"
0,"ternak ayam keluh harga telur turun","Netral"
0,"siregar harga telur turun lakuartinya daya beli turun","Netral"
0,"oversupply harga telor jatuh solusi biaya produksi rangin harga jagung diturunin untung besok ternak perang harga","Netral"
1,"tanggerang september kirim harga telur blitar terima kota tanggerang harga rp sekian terimakasih","Positif"
0,"ternak ayam kabupaten blitar keluh harga telur ayam turun harga rp kilogram senin","Netral"
1,"bandung september kirim harga telur blitar terima kota bandung harga rp sekian terimakasih","Positif"
0,"wilgoz manteb selagi harga telur murah konten resep bahan telur","Netral"
0,"dagang telur pinggir jalan jual telur harga murah perkgnya","Netral"
0,"ternak ayam blitar keluh harga telur turun","Netral"
-2,"harga telur gantung harga pisang gantung stimulus","Negatif"
2,"nasib ternak ayam telur baik harga telur turun jagung pakan ternak mahal","Positif"
0,"harga telur tempat","Netral"
0,"anggota dpr singgung harga telur rapat tan","Netral"
-1,"harga telur turun gilir harga ayam kampung anjlok","Negatif"
-2,"ternak ayam telur kabupaten majalengka gelisah akibat anjlok harga telur pasar","Negatif"
2,"nasib ternak ayam kabupaten blitar jawa timur ubah undang presiden jokowi rabu harga telur ayam turun pakan mahal","Positif"
0,"harga cabai telur jagung kedelai gaduh kabar tan","Netral"
2,"nasib ternak ayam kabupaten blitar jawa timur ubah undang presiden jokowi rabu harga telur ayam turun pakan mahal","Positif"
0,"harga telur murah","Netral"
0,"alhamdulilahnanti ujung harga telur nihwaktu harga cabe hancur banget tuhkemendes kmana yaabnyak mslah lapang nihharga jagung telur cabe","Netral"
0,"harga telur turun pemkab sidrap rapat koordinasi cari solusi","Netral"
0,"ternak ayam blitar keluh harga telur turun","Netral"
-2,"ternak ayam telur kabupaten majalengka gelisah akibat anjlok harga telur pasar","Negatif"
-1,"harga telur kian merosot ternak pandemi alas","Negatif"
1,"harga telor daging fluktuatif rugi untung rugi untung jarna perintah jaga stabilisasi harga pakan fluktuasi ekonomis produksi konsumsi daya beli gantung pasar maaf pura pura amat sok zamin akurat","Positif"
-1,"sudahulai turun marin asosiasi ternak pimpin dpr sing ketemu pakde diseakati harga thun trend juli september jagung dagang jagung expert bep telor kandang","Negatif"
0,"belit harga jagung telur ternak ayam telur hadap jokowi","Netral"
2,"fess tinggal samarinda harga telor gulung ori sosisbakso dan lain langgan jual pramuka sd harga kayak nemu situ telor gulung asli samarinda sayang jual jarang malam","Positif"
0,"telur ayam turun nyampe kg hari inisebelum bansos jokowi turun harga kg efek beli perintah stok abisyang akibat stok dagang harga lonjak well bansos","Netral"
-1,"tebak harga porsi bubur ayam bawah ceker telor puyuh tusuk kulit","Negatif"
-4,"harga telur jatuh efisiensi protes harga jagung jagung butuh industri ayam emang ngerasa berat beli jagung ganti dedek makan ayam bayang harga jagung turun banget","Negatif"
-2,"jarang ternak ayam telur teriak harga teriak minta telur pandemi turun drastis laku usaha butuh telur kurang henti supply telur kantin kue restaurant dan lain","Negatif"
-2,"malu syahrul yasin limpo menteri tani daya ngatur harga cabai telur jagung kedelai","Negatif"
-1,"syahrul yasin limpo tan daya hadap skill strategi tengkulak pasar harga cabai harga telur ayam harga jagung ngatur harga becus","Negatif"
-2,"ternak ayam telur kabupaten majalengka gelisah akibat anjlok harga telur pasar","Negatif"
1,"rawan lamongan bantu ternak harga telur ayam terjun bebas","Positif"
1,"ayam ngan telur harga takdir tuhan","Positif"
0,"ipoh manjoi harga pricey nak hahahahaha haa gambo rm kot kot ketul tteokbokki sausage biji telur","Netral"
-1,"kemarin telor gulung mall harga takut mahal","Negatif"
-1,"fess open order ekado isi telur puyuh balut daging ayam isi mozarella harga isi telur puyuh kpcs isi mozarella kpcs dom malang ongkos kirim via shopee mesan dm","Negatif"
1,"pempek radial asli palembang pempek lem telor lenjer ada lenjer kulit paket harga jangkau minat order dm","Positif"
-1,"guis open order ekado isi telur puyuh balut daging ayam isi mozarella harga kpack pcs dom malang ongkos kirim via shopee mesan dm","Negatif"
1,"poin audiensi perintah bagai ikut telor bansos gtgt duit bansos aman bantu jagung harga ton gtgt diitung bulan butuh jt ayam","Positif"
-1,"coba bertubitubi kemarin telur gilir harga ayam kampung remuk dagang boyolali pasrah via solo","Negatif"
0,"raker harga telur pakan ternak komisi iv buang angin tuan","Netral"
1,"sesuai harga telur yen tolong","Positif"
-1,"siasat harga anjlok ternak lamongan bagibagi telur masyarakat butuh fokus harga telur pasar anjlok beda harga pakan ayam ternak blitar jawa timur terp","Negatif"
0,"sardin takde nak makan telur burger pulak nak harga","Netral"
-1,"harga telur harga ayam kampung anjlok","Negatif"
0,"harga telur rbkg hepiiii gercep nyetok","Netral"
0,"harga barang mahal nak expect harga zaman takde istilah makan marhaen sembang makan nasi telur kicap telur sarang rm","Netral"
-1,"coba bertubitubi kemarin telur gilir harga ayam kampung remuk dagang boyolali pasrah","Negatif"
0,"tekunin ternak ayam telur harga telur jeblok banget diliatliat","Netral"
-2,"timun sehiris telur belah harga nasi lemak","Negatif"
0,"skema sesai jangka pendek usul perintah oprasi pasar tekan harga pakan ternak usul perintah serap telur hasil ternak paket bansos","Netral"
0,"kemarin pasar subang informasi harga telor pintu kg","Netral"
0,"harga telor rp","Netral"
-1,"nama barang telur asin sarwosari segera mungkin kode barang harga isi butir","Negatif"
0,"nama barang telur asin sarwosari original kode barang harga isi butir","Netral"
0,"harga telur ayam lambung walaubagaimanapun dapat isi rumah kekal turun akibat pandemik","Netral"
-1,"malendra mana ributin indibauk malam ku ajak main harga latencynya asa ken ngajak gelud lambat sebentar diceplokin telor","Negatif"
0,"daftar harga butuh pokok jabar pekan senin september daging telur ayam turun","Netral"
0,"daftar harga butuh pokok jabar pekan senin september daging telur ayam turun","Netral"
-1,"harga telur canak baking gred dh murah gila jual harap cust paham lh telur je tepung coklat mcm haih","Negatif"
0,"dagang jerit telur ayam alami turun harga","Netral"
0,"harga ayam telur demand over supply","Netral"
0,"temu suroto tuju bentang poster tulis jokowi bantu ternak beli jagung harga wajar telur murah","Netral"
-2,"gatau faktor harga telor turun telor murah demand telor kota kota kurang telor sebar daerah daerah analisa bodoh rebu turun","Negatif"
-2,"harga telor anjlok ternak gultik ternak bangkrut harga pakan stay harga jual turun banyak turun makan mie pakai tidak ada uang telor business","Negatif"
2,"mitochiba magic chopper pasang pisau halus daging cepat kapasitas liter daya watt fungsi giling halus tumbuk kocok telur adon harga rp","Positif"
1,"mufc harusnyaa surosodi spanduk tulis turun harga telur harga telur jujur banget ungkap isi hati siasat pimpin","Positif"
0,"box simpan telur butir harga link","Netral"
0,"dasar pantau harga pasar rakyat kota bandung harga ratarata butuh pokok senin september komoditas alami turun harga daging ayam broilertelur ayam broilercabe merah keriting bawang merah","Netral"
1,"ubah iklim ubah naik harga butuh pokok siapsiap bawang cabai tomat beras gula garam telur dan terus istimewa langka","Positif"
0,"bayar sekian milyar bayar pakai barang harga pasar utang bayar pakai telor kg harga warung pas bayar ternak telur jual kepul harga beli pasar","Netral"
2,"bang menteri tolong harga telur tangan harga cabe terjun bebas urus sehat serah jabat perintah daerah kabupaten propinsi memang daerah pimpin urus tugas harga telur dan lain","Positif"
1,"pempek radial asli palembang pempek lem telor lenjer ada lenjer kulit paket harga jangkau minat order dm","Positif"
2,"steakholders kait regulasi tetap harga ecer tinggi produk industri sangga terna tani tetap het telor jamin usaha batas harga jagung tinggi kisar jagung terjun","Positif"
-4,"kilas rugi ternak telur sebab murah harga telur mahal harga jagung jagung butuh ternak gantung konsentrat doc obat obat vaksin harga sangata mahal kendali","Negatif"
-1,"sesal presiden putus instan tolong ternak telur korban tani ideal harga jagung tetap kisar kg tani oleh hasil jtbln tani beli telur","Negatif"
0,"sumpah kelakar benda melayu benda cakap letak telur letak telur save telur harga charge je dengki bijak letak","Netral"
0,"ngomong-ngomong harga telor kilo gajualan pantau toko telor","Netral"
1,"perempuan suka heboh langit pokok harga telor turun need this day","Positif"
1,"yallah kaya ovt melulu harga telor minggu beda minggu","Positif"
-2,"ceplok dadar ampir beda belah pdhl telor ceplok essential bayar harga mahal belah","Negatif"
-2,"sekolah rendah burger telur rm burger dagingayam rm burger special rm gila jalan harga burger","Negatif"
2,"olput pilih pilih tani jagung senyum harga jual jagung tingkat ternak unggas jerit pilih ternak unggas senyum harga jagung pakan ternak unggas turun pilih konsumen jerit harga telur daging unggas","Positif"
-1,"kedai tempt burger pon bincang nak naik harga hrga bahan mentah telur ayam ngn minyak","Negatif"
