tweet,sentimen
Betul ditambah lagi ekonomi rakyat lagi down banyak yg di PHK tapi harga kebutuhan pangan malah naik tajam skrg ini Gula jawa yg tadinya rupiah sekarang naik jd rupiah cabe skrg kilo dipasar pk ini bagaimana solusinya Dampaknya ke rakyat bawah seperti sy,Positif
pak harga pokok naik tolong di stabilkanpak Cabe Kg rbu bawang putih bawan merah sayuran Kol dan timun semuaya naik pak di saat pandemi semua naik pusing pak umkm,Positif
Oh iyaya sejak nikah ya Duh aku gatau lagi Kik Tapi aku belum mendengar soal harga tempe naik taunya cabe Mau ku kirimin tempe dari sini ta Wkwkw,Positif
Harga tempe naik tadi di penjual sayur tinggal dikiiit banget tempe daun padahal biasanya sebaskom penuh Telur juga naik bun induknya apalagi Cabe juga Duh padahal besok pengen bikin tempe penyet,Negatif
liat berita harga cabe naik tadi pagi dikasih tau kalo tempe juga naik bahkan tukang nasi uduk aja sampe ga ngasih orek tuh,Negatif
Pedagang pasar di Kabupaten Banyumas menemukan cabai dicat merah Pelaku mengaku tergiur harga cabai yang sedang naik dan mengecatnya menggunakan cat semprot via,Negatif
Harga cabe sudah mahal sekarang ditambah berita yang katanya harga tempe tahu bakal naik Karena kedelai naik Balada emak auto sedih melihat semua ini,Negatif
Bisa ajah yadimasa pandemi daya beli menuruntpi harga cabe dan kedelai naik tajamorg pd kena PHKBPJS naik,Negatif
Pedagang pasar di Kabupaten Banyumas menemukan cabai dicat merah Pelaku mengaku tergiur harga cabai yang sedang naik dan mengecatnya menggunakan cat semprot,Positif
Sedih ya tahu tempe langka cabe harga naik sampe ada yg dipilox dong,Negatif
Tahun baru ga selamanya seru dan jadi menyenangkan buktinya harga bahan masakan jadi naik cabe merah aja bujug dah naiknya Seperapat biasanya beli rb sekarang jadi rb,Negatif
Apa kabar ayam geprek Harga cabe naik nambah cabe bayar lebih,Negatif
Di tempat kalian harga cabai udah tembus brp guis Alhamdulillah dari awal cabai naik selalu kebagian harga kkilo sampe sekarang dom jaksel aku,Positif
Iya Harga cabe juga naik di tukang sayur Tahun lalu bisa beli cuma rb tahun ini minimal harga beli di rb,Negatif
Selamat pagi Indonesia Kebutuhan pokok mulai merangkak naik harga cabe sudah gila segila cabenya Tempe dan tahu mulai langka karena harga dasar kedelai naik rakyat banyak yg teriak,Positif
Harga tempe naik telur naik cabe naik Ngga bisa apa Polri bikin maklumat stabilkan harga,Negatif
Mmm gatau ya karna apa Tapi emang tiap lebaran sm tahun baru byk harga bahan pokok naik Ini cabe yg biasanya kkg jd kkg ckckk sampe ada kasus cabe dicat kayu biar merah,Negatif
Ternyata awal dikejoetkan dengan naiknya harga bahan pokok Dari cabe ayam sayuran bahkan tahu tempe pun lagi naik daun Hebat mah,Negatif
Dulu waktu harga cabe merah amp rawit merah kkg harga jual di petani cabe CUMA Kkg Mudahan pas skrg harga lg melambung tinggi Kkg di Pasar BaruBekasi harga jual di petani juga naik,Negatif
Harga cabe naik emak meradang,Positif
mungkin dia mikirnya klo harga cabe naik harga pc juga ikutan naik kak,Negatif
Katanya harga cabe naik Tapi kok dari kemaren omongam orang pedes semua yaa Heran,Negatif
Tribun Jogja Disperindag DI Yogyakarta Sebut Harga Bahan Pokok Stabil Kecuali Cabai Harga Naik Signifikan,Positif
Disperindag DI Yogyakarta Sebut Harga Bahan Pokok Stabil Kecuali Cabai Harga Naik Signifikan,Positif
Meski harga cabai mulai naik di tingkat konsumen petani belum bisa menutup kerugian akibat penurunan harga cukup dalam selama pandemi COVID,Positif
Jago banget bikin harapan palsu ya Isu yang kayak gini udah cukup menyebabkan harga bawang cabe tomat dkk naik signifikan duh,Negatif
Di Jabodetabek Harga Tempetahu Naik Di Pekanbaru Harga Cabe Merah Menggila,Positif
Harga cabai tadinya ribu sekilo skrng naik rb sekilo hadehh,Negatif
Ini apaan sih cabe rawit aja dipilok jadi merah supaya harga jualnya naik,Negatif
Di hari pertama harga cabai dan bawang terpantau naik signifikan,Positif
FESS Eh kemarenan papaku jual cabe rawit ke bandar sekilo dapet rb masaa Apa kemarenan belum naik ya harga cabe nya,Negatif
harga cabe naik anjrot,Negatif
